ranking,title,artist,album,likes,date,lyrics
1650,사랑536일 이별21일 (Feat. 가음),MJ (써니사이드),사랑536일 이별21일,"9,859",2015.05.18,"너와 이별한지 일주일째 <br/>허전함이 전부 였었어<br/>시간이 지나고 난 후 <br/>요즘엔 더그래<br/>아직도 문득 문득 <br/>니가 생각 날  때가 있어 <br/>못난 놈의 미련한 후회뿐이겠지만 <br/>내 맘 전해지길<br/>간만에 친구들 만나 술한잔했어 <br/>요즘 되는 일도 없고 <br/>또 많이 울적해서<br/>내 기분과는 전혀 상관없는 얘기들 <br/>들어주느라 밤샜지 뭐 <br/>집으로 혼자 돌아가는 길 <br/>바닥치는 자존감 불안한느낌<br/>요즘 난 뭔가를 해야된다는 <br/>강박증 속에 살고있어<br/>열심히 올라도 <br/>내 삶은 내리막이야 계속  <br/>매번 밑빠진 독에 물붓기 하는것도<br/>이젠 지겨워 <br/>내 작은일도 뛸듯이 기뻐해주던 <br/>단 한사람 오늘은 니가 보고싶어<br/>집으로 혼자 돌아가는 길에 <br/>생각이났어 <br/>함께 걷던 그 골목길 <br/>못 다한 우리 약속들<br/>이대로 널 잊고서 <br/>과연 내가 잘살수있을까 <br/>아직은 모르겠어 <br/>나 그대로 남아있잖아 내가슴에<br/>지난 밤의 숙취 <br/>끊겨버린필름은 불변의 법칙 <br/>마지막 통화목록 중에 <br/>왜 니가 있어 <br/>i don't know  what i say<br/>can't believe that <br/>어제밤 대체 내가 무슨짓을 한걸까<br/>거듭되는 이불킥과 지뿌려진미간<br/>시크한척 다해놓고 찌질해 <br/>민망해 어제 일은 잊어줘 baby<br/>여러모로 그냥 <br/>속상한 일들이 많아서 <br/>그러다 보니 나도 모르게 <br/>또 너를 찾았어<br/>내기억속 행복은 <br/>오직 너하나 뿐이라서<br/>미안해 다시는 <br/>집으로 혼자 돌아가는 길에 <br/>생각이 났어 <br/>함께 걷던 그 골목길 <br/>못다한 우리 약속들<br/>이대로 널 잊고서 <br/>과연 내가 잘살수있을까<br/>아직은 모르겠어<br/>나 그대로 남아있잖아 내가슴에<br/>어디서부터 잘못된걸까 <br/>그렇게 서로에게 전부였던 <br/>우리가 행복했던 기억들만 <br/>자꾸 떠올라<br/>애쓰며 노력해봐도<br/>여전히 still i miss you <br/>용기가 없어 담아뒀던 말 <br/>술 잔에 기대 <br/>어렵게 겨우 꺼낸 맘 <br/>지금이 아니면 <br/>다신 못 할 것만 같아 <br/>세상이 뭐라던간에 <br/>다시 널 안고싶어 <br/>내 가슴이 자꾸말을 걸어 <br/>니가 보고싶다고 <br/>모른척하며 외면해봐도<br/>집으로 혼자 돌아가는 길에 <br/>생각이 났어  <br/>함께 걷던 그 골목길 <br/>못 다한 우리 약속들<br/>이대로 널잊고서 <br/>과연 내가  잘살수있을까 <br/>아직은 모르겠어 <br/>나 그대로 남아있잖아 <br/>내 가슴에<br/>
"
1651,"19금
미장원 Mijangwon (Feat. Loopy & Nafla)",Dumbfoundead,미장원 Mijangwon,"6,859",2015.12.10,가사가 없습니다
1652,주르륵 (feat. 휘인 of 마마무),딘딘,주르륵,"10,578",2019.03.09,"나 오늘 긴긴밤에 취했어<br/>어렴풋이 또 니 생각이 나서<br/>널 잊을까 널 잊을까<br/>나 오늘 긴긴밤에 취했어<br/>어렴풋이 또 니 생각이 나서<br/>널 잊을까 널 잊을까<br/>자기 전에 보는 핸드폰은 위험해<br/>잊고 있던 기억들이<br/>나의 머릿속을 뒤덮네<br/>이미 지웠다고 생각했던 것들이<br/>다 한 켠에서<br/>나를 기다리고 있었네 모두 기억해<br/>스쳐 지나 가는 밤<br/>모든 게 악몽처럼 다가와<br/>니 기억들이 나를 잡잖아<br/>푹 잘 수 없지만 오늘 밤<br/>너가 말을 건넨다면 나는 어떡해<br/>다 끝 이란 걸 알지만<br/>아직까지 베개에선<br/>너의 향기가 나는 것 같아<br/>오늘 밤 그래 오늘 밤에 취한거야<br/>술이 아닌 오늘 밤에<br/>하루종일 너땜에 울고<br/>니 생각에 잠 못 들 때면<br/>눈물이 주르륵 내 맘이 주르륵<br/>매일 너땜에 울고<br/>오늘처럼 잠 못 이룰 땐<br/>I miss you I miss you<br/>Because you are not here<br/>I’m still miss you<br/>여전히 불 꺼진 방<br/>가슴에 사무친다<br/>너의 사소한 모든 게<br/>매일 밤새운 통화<br/>익숙한 목소리가<br/>더는 들리지 않아 왜<br/>이렇게 아픈건 나 혼자 느낄래<br/>늘 너를 아프게만 했었던 나였기에<br/>둘이여서<br/>혼자 마주할 아픔이 더 크게<br/>오겠지만 이렇게 하기로 해<br/>유독 긴 밤<br/>난 두 얼굴의 밤을 마주쳐<br/>유독 긴 밤 둘이선<br/>짧던 시간 나 혼자<br/>몰랐던 두 얼굴의 밤을 마주 친다<br/>하루종일 너땜에 울고<br/>니 생각에 잠 못 들 때면<br/>눈물이 주르륵 내 맘이 주르륵<br/>매일 너땜에 울고<br/>오늘처럼 잠 못 이룰 땐<br/>oh I miss you I miss you<br/>Because you are not here<br/>한번만 더 나를 안아줘요<br/>종일 울다 그대 품에서<br/>다시 잠들고 싶어<br/>제발 나를 텅 빈 방에 내버려두지마<br/>혼자서는 감당할 수 없어 너무 긴 밤<br/>I don’t wanna lose you girl<br/>I don’t wanna lose you<br/>하루종일 너땜에 울고<br/>니 생각에 잠 못 들 때면<br/>눈물이 주르륵 내 맘이 주르륵<br/>매일 너땜에 울고<br/>오늘처럼 잠 못 이룰 땐<br/>oh I miss you I miss you<br/>Because you are not here<br/>cause you are not here<br/>나 오늘 긴긴밤에 취했어<br/>어렴풋이 또 니 생각이 나서<br/>널 잊을까 널 잊을까<br/>
"
1653,FAKE LOVE (Rocking Vibe Mix),방탄소년단,LOVE YOURSELF 結 `Answer`,"46,242",2018.08.24,"널 위해서라면 난<br/>슬퍼도 기쁜 척 할 수가 있었어<br/>널 위해서라면 난<br/>아파도 강한 척 할 수가 있었어<br/>사랑이 사랑만으로 완벽하길<br/>내 모든 약점들은 다 숨겨지길<br/>이뤄지지 않는 꿈속에서<br/>피울 수 없는 꽃을 키웠어<br/>I'm so sick of this<br/>Fake Love Fake Love Fake Love<br/>I'm so sorry but it's<br/>Fake Love Fake Love Fake Love<br/>I wanna be a good man<br/>just for you<br/>세상을 줬네 just for you<br/>전부 바꿨어 just for you<br/>Now I dunno me who are you<br/>우리만의 숲 너는 없었어<br/>내가 왔던 route<br/>잊어버렸어<br/>나도 내가 누구였는지도<br/>잘 모르게 됐어<br/>거울에다 지껄여봐<br/>너는 대체 누구니<br/>널 위해서라면 난<br/>슬퍼도 기쁜 척 할 수가 있었어<br/>널 위해서라면 난<br/>아파도 강한 척 할 수가 있었어<br/>사랑이 사랑만으로 완벽하길<br/>내 모든 약점들은 다 숨겨지길<br/>이뤄지지 않는 꿈속에서<br/>피울 수 없는 꽃을 키웠어<br/>Love you so bad Love you so bad<br/>널 위해 예쁜 거짓을 빚어내<br/>Love it’s so mad Love it’s so mad<br/>날 지워 너의 인형이 되려 해<br/>Love you so bad Love you so bad<br/>널 위해 예쁜 거짓을 빚어내<br/>Love it’s so mad Love it’s so mad<br/>날 지워 너의 인형이 되려 해<br/>I'm so sick of this<br/>Fake Love Fake Love Fake Love<br/>I'm so sorry but it's<br/>Fake Love Fake Love Fake Love<br/>Why you sad<br/>I don't know 난 몰라<br/>웃어봐 사랑해 말해봐<br/>나를 봐 나조차도 버린 나<br/>너조차 이해할 수 없는 나<br/>낯설다 하네<br/>니가 좋아하던 나로 변한 내가<br/>아니라 하네<br/>예전에 니가 잘 알고 있던 내가<br/>아니긴 뭐가 아냐 난 눈 멀었어<br/>사랑은 뭐가 사랑<br/>It's all fake love<br/>Woo I dunno I dunno<br/>I dunno why<br/>Woo<br/>나도 날 나도 날 모르겠어<br/>Woo I just know<br/>I just know I just know why<br/>Cuz it’s all Fake Love<br/>Fake Love Fake Love<br/>Love you so bad Love you so bad<br/>널 위해 예쁜 거짓을 빚어내<br/>Love it’s so mad Love it’s so mad<br/>날 지워 너의 인형이 되려 해<br/>Love you so bad Love you so bad<br/>널 위해 예쁜 거짓을 빚어내<br/>Love it’s so mad Love it’s so mad<br/>날 지워 너의 인형이 되려 해<br/>I'm so sick of this<br/>Fake Love Fake Love Fake Love<br/>I'm so sorry but it's<br/>Fake Love Fake Love Fake Love<br/>널 위해서라면 난<br/>슬퍼도 기쁜 척 할 수가 있었어<br/>널 위해서라면 난<br/>아파도 강한 척 할 수가 있었어<br/>사랑이 사랑만으로 완벽하길<br/>내 모든 약점들은 다 숨겨지길<br/>이뤄지지 않는 꿈속에서<br/>피울 수 없는 꽃을 키웠어<br/>
"
1654,Blow,베니니 (Benini),early spring,26,2020.02.18,가사가 없습니다
1655,Writer`s Block,E SENS,The Anecdote,"20,229",2015.08.27,"무표정으로 보는 뉴스<br/>보다가 끄고 문자온 거 보는 중<br/>야 어디갈라고 오늘은<br/>몰라 작업해야지 넌 노는 중<br/>괜히 조바심에 어제 쓰다만<br/>거 뒤져봐도 하나같이 구린 가사<br/>버린 이유가 있네 그냥 나갈까<br/>전에 사다놓은 맥주는 남았나<br/>없네 아마 그저께 쯤에<br/>집에서 5차정도 까지 달린 듯해<br/>청소 안해서 먼지 쌓인 집에<br/>나와 개 한마리만 누워있네<br/>뭐라도 해볼라고 꺼낸 펜으론<br/>줄만 수십개 그었네 계속<br/>집중 안돼 날씨만 맞춰 대충 입고<br/>택시 불러 목적지는 내 studio<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>내 일터는 집하고 녹음실<br/>가는 길이 익숙해진 게<br/>좋은 일 인 지 모르겠어<br/>뭔가 좀 새로운 느낌<br/>있어야 뭐 좀 나오는 거 아닌지<br/>매번 보는 길<br/>이런 말해놓고 몇달 째<br/>같은 내 플레이 목록<br/>Nas 하고 Jay Hova<br/>와 Biggie M E T H O D Man<br/>거기에 새 것 조금 매일 돌리네<br/>한국의 밤에 가 본 적도 없는<br/>뉴욕 이야기에 뻑가네<br/>사장들이 봤다면 웃긴 일이지만<br/>어때 난 아직 그것들이 제일 죽이지<br/>쓸데없는 고집에 꼬맹이같이<br/>떼쓰는 게 내 모습이래네<br/>근데 난 요즘 한국 래퍼듣고<br/>좋은 적이 없네 그냥 내가 해야지<br/>Back to basic<br/>모든 시작은 이 Basement 에서<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>가만히 앉아있길 몇시간째<br/>아까 다 비운 맥주캔 다 핀 담배<br/>새벽이 오고 이젠 잠까지 참네<br/>그래도 이게 투잡뛰는거 보다<br/>훨씬 낫네<br/>머리가 아파오지만<br/>끝내 놓지 않고 집에 들어 가기가<br/>내키지 않아 아직 내가<br/>못 꺼내놓은 게 있어<br/>그것만 찾으면 가짜와<br/>내가 구분 될 수 있어<br/>노래하는 법 다 까먹어버린 걔는<br/>거래하는 법을 배웠네<br/>그게 여기서 오래하는 법이라며<br/>날 가르치네<br/>첫번째 나의 동기는 제일 잘하는 것<br/>그거 말곤 없었는데<br/>이제는 그냥 이 과정에 남는게<br/>있기를 바랄 뿐이고<br/>하루 하루 조금씩 움직여<br/>I’m still in my studio<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>so come to my block<br/>I got the writer’s block<br/>
"
1656,RUBBER DUCK,"YUNHWAY, Lil Cherry",YUNHWAY vs Lil Cherry,"5,928",2018.08.20,"Hm<br/>Duck duck duck goose<br/>You’re it<br/>Rubadubdub ima dum dum ay<br/>Rubadubdub ima dum dum ay<br/>Rubadubdub ima dum dum ay<br/>Hold up<br/>Rubadubdub ima dum dum ay<br/>Tag You’re it<br/>Rubadubdub ima dum dum ay<br/>Rubadubdub ima dum dum ay<br/>Rubadubdub ima dum dum ay<br/>Run for it<br/>who dat poppin on a g das me<br/>who dat drippin on a g das me<br/>who dat poppin on a g das me<br/>who dat drippin on a g das me<br/>who dat Nicki wanna be das me<br/>who dat huffin n puffin<br/>on trees das me das me<br/>I just do me<br/>Tag You’re it<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>ima dum dum wit a dum pop<br/>My shawty she on dum dum too<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>ima dum dum wit a dum pop<br/>My shawty she on dum dum too<br/>Hello hello hey lime light<br/>bling ma chains bling<br/>Chicken Teriyaki sauce<br/>all over ma face<br/>Mama fire it up good<br/>with it fed me so good<br/>Cop dat saucy glow sauce<br/>drippin down on ma chest<br/>Slurp it real good shake<br/>dat salt n peppa look<br/>Al la carte menu<br/>imma let u pick n choose<br/>So many up ma sleeve bish<br/>all u need is chopsticks sticks<br/>Ma dishes spicy spice<br/>wit ma sticky riceyy<br/>We got CHINESE BUFFET ya<br/>Servin cookin up<br/>for that money on ya<br/>Leme have dat<br/>SAUCETALK les LIGHT UP on ya<br/>Soju Kaoliang ju<br/>pick your LIQUOR ya<br/>Ready when u are here I come<br/>you’re it<br/>Ready or not here I come<br/>here I come<br/>Ready when u are here I come<br/>you’re it<br/>무궁화 꽃이 피었습니다<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>ima dum dum wit a dum pop<br/>My shawty she on dum dum too<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>ima dum dum wit a dum pop<br/>My shawty she on dum dum too<br/>Cherry lick u in knot n<br/>she gon make dat cherry pop<br/>U already know dat newnew<br/>YUNHWAY dat way<br/>imma do me newnew<br/>Cherry lick u in knot n<br/>she gon make dat cherry pop<br/>U already know dat newnew<br/>YUNHWAY dat way<br/>imma do me newnew<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>ima dum dum wit a dum pop<br/>My shawty she on dum dum too<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>Rubadubdubdub<br/>ima dum dum wit a dum pop<br/>My shawty she on dum dum too<br/>
"
1657,홍콩반점,리미와감자,홍콩반점,"8,888",2010.02.02,"여보세요 <br/>쎄쎄이 <br/>홍콩반점이죠 <br/>여기가 홍콩반점 <br/>여기 풍림1차 908혼데요 <br/>풍림1차 608호 <br/>풍림1차 908호요 <br/>몇동이예요 몇동 몇동이야 <br/>동 하나예요 <br/>그니까 몇동이냐고요 <br/>동 하나예요 <br/>아 이 1동 <br/>908호 <br/>908호이 <br/>아저씨 단무지가 안와서요 <br/>단무지 <br/>젓가락도 안왔는데 <br/>젓가락  <br/>나무젓가락 <br/>그냥 집에 있는걸로 쳐먹어이 <br/>허 우리집에 젓가락 없는데 <br/>젓가락 없는 집구석이  <br/>어딨어이 <br/>좀 갖다주시면 안돼요 <br/>말이 되는소릴 해야지 <br/>그럼 짜장면 환불 안돼요 <br/>환불되는 짜장이 어딨어이 <br/>왜요 환불 안되는게 어딨어요 <br/>짜장면 환불은  <br/>라스베가스에서도 <br/>상상도 할수 없어이 <br/>짜장은 간짜장 돈좀 있음  <br/>삼선짜장 <br/>술먹은 다음날엔 고추짬뽕이죠 <br/>변덕스러운 짱개유져  <br/>땜에나온 <br/>짬짜면 볶짜면 탕짜면 볶짬면 <br/>탕짬면 탕볶밥 안먹어봤고 <br/>앞으로 안먹을밥 <br/>세트메뉴에는 만두가 오죠 <br/>비 내리면 따끈한 우동이 <br/>땡기고 안 땡기는건  <br/>마파두부덮밥 <br/>아저씨 단무지 두배로 줘요 <br/>양파는 조금 탕수육에  <br/>곱배긴자만 <br/>특정식은 부르주아만 <br/>골목길 골목길의 홍콩반점 <br/>홍콩반점 <br/>골목길 남먹던 단무지가 반쪽 <br/>홍콩반점 <br/>골목길 면의반죽 발로한 반죽 <br/>홍콩반점 <br/>골목길 홍콩반점 만점의 반점 <br/>골목길 골목길의 홍콩반점 <br/>홍콩반점 <br/>골목길 남먹던 단무지가 반쪽 <br/>홍콩반점 <br/>골목길 면의반죽 발로한 반죽 <br/>홍콩반점 <br/>골목길 홍콩반점 만점의 반점 <br/>홍콩반점 짜장은 만점 <br/>자리가 있음 바닥이라도  <br/>앉어 딱어 <br/>군만두는 서비스 요새 이렇게 <br/>주는데가 어딨음 <br/>어디든 배달가요 빛 보다 빠른 <br/>그 속도 <br/>짬뽕에 혀를 뎌 해산물 신선해 <br/>Hurry Up 빨리 안 먹으면 <br/>뺏어 먹히고 마는법 <br/>그릇에 쳐박힌 머리 하 <br/>바닥까지 핥아먹지 하 <br/>바삭 튀긴 탕수육 <br/>뭔가 있어 마파두부 <br/>뺏어먹고 쌩까고마는 <br/>인간관계속에 배고픔은 <br/>이천오백원이면 해결 <br/>행복 느낀대도 면발은  <br/>너무 쫄깃해 <br/>꼴뚜기들은 팝핑해 <br/>고기반찬은 어질어질하게  <br/>만들어 <br/>여기 저기서 시켜봐도  <br/>이맛 못내지 <br/>세트A 만천원이면 뽕 빼요 <br/>화재집중에도 on Air <br/>살찌는걸 왜왜왜 겁내요 <br/>올리브유만 따라 쓰는데요 <br/>골목길 골목길의 홍콩반점 <br/>홍콩반점 <br/>골목길 남먹던 단무지가 반쪽 <br/>홍콩반점 <br/>골목길 면의반죽 발로한 반죽 <br/>홍콩반점 <br/>골목길 홍콩반점 만점의 반점 <br/>골목길 골목길의 홍콩반점 <br/>홍콩반점 <br/>골목길 남먹던 단무지가 반쪽 <br/>홍콩반점 <br/>골목길 면의반죽 발로한 반죽 <br/>홍콩반점 <br/>골목길 홍콩반점 만점의 반점 <br/>여보세요 <br/>센쎄<br/>왜끊어요<br/>나 안끊었어<br/>왜 환불이 안돼요 <br/>짜장은 환불이 안돼<br/>환불 안되는게 어딨어요<br/>짜장은 환불 저짜장이 <br/>환불이 안돼<br/>너 지금 나한테 짜증내니<br/>너 몇살이야<br/>너 혹시 소비자 보호센터라고 알어<br/>어 아 소비자 보호센터요 고객님<br/>우리 아빠 거기서 일하거든<br/>아 예 저희 아버지<br/>거기서 일하는데요<br/>니네 아빠 뭐하는데<br/>우리아빠 사장이거든<br/>우리아빠는 회장이거든<br/>맛도 없구만<br/>뭐 맛이없어<br/>맛이 없어요<br/>이게 어 나는 그 들어가기<br/>힘들다는 미국 우크라 대학에서<br/>짜장학 석박사를 딴 사람이야<br/>니가 짜장의 짜를 알어<br/>이게 어떻게 만든 짜장인데<br/>니가 병풍뒤에서 짜장냄새를<br/>맡아봐야 아 내가 이 사람한테<br/>정말 몹쓸 죄를 지었구나 하지<br/>어 진짜 내가 너같은 애한테<br/>짜장을 파나봐라 내가 너같은<br/>애한테 짜장을 짜장을 짜장을<br/>골목길 골목길의 홍콩반점<br/>홍콩반점<br/>골목길 남먹던 단무지가 반쪽<br/>홍콩반점<br/>골목길 면의반죽 발로한 반죽<br/>홍콩반점<br/>골목길 홍콩반점 만점의 반점<br/>골목길 골목길의 홍콩반점<br/>홍콩반점<br/>골목길 남먹던 단무지가 반쪽<br/>홍콩반점<br/>골목길 면의반죽 발로한 반죽<br/>홍콩반점<br/>골목길 홍콩반점 만점의 반점<br/>
"
1658,Paris,에픽하이 (EPIK HIGH),Black Swan Songs (Repackage),"8,282",2006.02.10,"술에 취해 숨소리조차 차가워 <br/>졌을때 <br/>어둠속에서 귓속에 <br/>속삭이는 그대 <br/>Epik High<br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love 눈물을 막지는 못해 <br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love 시간을 멈추진 못해 <br/>잊혀진 낙원을 등지고 <br/>찢겨진 날개를 숨기고 <br/>저 밤거리로 다 버리고 <br/>낮선 첫 발걸음도 망설이고 <br/>눈이부신 네온 불빛과 <br/>불현듯 내게 온 그림자 <br/>아무도 모르고 <br/>배고프고 가슴이 목을 조르고 <br/>황폐한 도시 내 손바닥에 <br/>큰 못이 이 곳이 타락의 메카 <br/>내 사랑이란 죄의 대가  <br/>하늘이 버린 별 운명도 어긴걸 <br/>그대와 눈뜨고 숨쉬고 싶어 <br/>내 날개를 버린 걸 <br/>숨막혀 나 눈이 감겨 <br/>맘이 도시보다 숨이 차서 <br/>터져버릴 듯한 <br/>내 심장을 움켜쥐니 타서 <br/>자꾸만 퍼지는 향기로 <br/>이성의 날개는 잘리고 <br/>검은 달빛을 삼키고 <br/>어두운 밤길을 달리고 <br/>그 어떤 말도 말고 <br/>안고 날아가 어디라도 <br/>후회로 갇힌 섬이라도 <br/>심장을 도려낼 벌이라도 <br/>받아 나 참고 견딜게 <br/>바다와 산도 널 위해 <br/>가를테니 하늘 땅안에 <br/>별이 될때까지 사랑해 <br/>술에 취해 숨소리조차 <br/>차가워 졌을때 <br/>어둠속에서 귓속에 <br/>속삭이는 그대 <br/>나 이제 날아가네 내 <br/>꿈속에서 미소와 <br/>그대란 작은 날개를 가졌으니 <br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love 눈물을 <br/>막지는 못해 <br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love 시간을 <br/>멈추진 못해 <br/>눈이 부신 붉은 태양 <br/>지금 너를 향한 내 맘 <br/>너무 간절한 너를 택한 <br/>내 사랑은 하늘을 배반 하지만 <br/>네 품안에 사는 나 <br/>땅에 누워 미소 찾는 나 <br/>또 다른 차원에 살아가 <br/>자라 새 날개로 날아가 <br/>따라가리 저 땅 끝까지도 <br/>바다가 치는 거친 파도 <br/>팔과 다리 날개 꺾인대도 <br/>사랑하니까 불멸을 배신했죠 <br/>차가웠던 도시도 <br/>사막에도 꽃피고 <br/>다 등지고 가로등 뒤로 <br/>너와 내 사랑은 숨쉬고 <br/>술에 취해 숨소리 조차 <br/>차가워 졌을때 <br/>어둠속에서 귓속에 <br/>속삭이는 그대 <br/>나 이제 날아가네 내 <br/>꿈속에서 미소와 <br/>그대란 작은 날개를 가졌으니 <br/>나 이제 날아가네 내 <br/>꿈속에서 그대와 <br/>차가운 이세상 다 <br/>등지고 날아가 <br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love <br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love <br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love 눈물을 <br/>막지는 못해 <br/>Oh Faith Oh Oh Oh Destiny <br/>Oh Oh Love 시간을 <br/>멈추진 못해<br/>
"
1659,가,BOBBY,쇼미더머니3 Part.2,"39,278",2014.08.14,"Follow me<br/>Here we go<br/>I go I go I go<br/>난 완전히 go hard go hard go hard<br/>I go I go I go<br/>난 완전히 go hard go hard go hard<br/>One more time say<br/>I go I go I go<br/>난 완전히 go hard go hard go hard<br/>One more time say<br/>I go I go I go<br/>난 완전히 go hard go hard go hard<br/>난 박자 탈 땐 완전히<br/>건방진 귀신 아니면 괴물<br/>룰 따위 인식하기엔 무식해<br/>너넨 산 제물<br/>기가 막힌 fake rappers<br/>다 씹어 먹는 내 재능<br/>이 미친 힙합씬에<br/>내 등장과 동시에 넌 멘붕<br/>모든 게 식상하대<br/>wow y’all stupid haters<br/>난 있는 박자 탈게 쇼 끝나면 박수<br/>쳐<br/>차라리 주말에 넌 클럽 가서<br/>bottoms up<br/>여긴 내가 먹었다니까 알아서 잘<br/>모셔<br/>날 바라만 봐도 넌 벙쪄<br/>네 jay-z 오늘도 ball so hard<br/>너네 패기는 그냥 so so<br/>반면에 변명은 fabuloso<br/>무대 위 내 모습 밝아<br/>너넨 눈부시지 이건 발광<br/>내가 떳떳해서 너넨 딱딱해져<br/>내 모든 행패들 highlight<br/>I go I go I go<br/>난 완전히 go hard go hard go hard<br/>One more time say<br/>I go I go I go<br/>난 완전히 go hard go hard go hard<br/>Put em up and 내 내 내 내<br/>내 박자에 올라타 Aye<br/>네 남자친구 차보단 더 잘나가지<br/>oh oh<br/>Let’s ride we goin’ high Aye<br/>YG illionaire 난 그 사이 몰라<br/>갈 때까지 가 가 가 가 가 가<br/>확 갈 때까지 가 가 가 가 가 가 가<br/>Yeah 잘 봐 누가 더 잘 팔리는지<br/>입엔 Flow 착착 감겨<br/>날 본 네 눈 감기듯이<br/>Yeah 강호동 이만기 망치듯이<br/>너의 썩은 세월의 자존심<br/>또 누가 잡치는지<br/>난 리듬에 맞출 땐 비스듬하게<br/>몸을 움직여 놔<br/>Call me Psycho<br/>I don’t give nothing bout y’all<br/>hater<br/>B O to the double B Y<br/>나만의 style 나밖에 못하지 난<br/>박자를 바보처럼 타<br/>오늘밤 내 home ground<br/>Let’s get em<br/>밤마다 난 박자에 맞춰<br/>내 리듬은 늦은 밤에도 밝아<br/>난 살아가는 동안 확신을 잡고서<br/>수많은 벽의 자세를 낮춰<br/>난 완전히 Psychotic 테러범<br/>너의 질투에 불붙이는 방화범<br/>내가 박자 속에 방탕해도<br/>따라와 봐 내게 안 통했었던 방범<br/>뚫고<br/>I go I go<br/>난 완전히 go hard go hard go hard<br/>One more time say<br/>I go I go I go<br/>난 완전히 go hard go hard go hard<br/>Put em up and 내 내 내 내<br/>내 박자에 올라타 Aye<br/>네 남자친구 차보단 더 잘나가지<br/>oh oh<br/>Let’s ride we goin high Aye<br/>YG illionaire 난 그 사이 몰라<br/>갈 때 까지 가 가 가 가 가 가 가<br/>확 갈 때까지 가 가 가 가 가 가<br/>확 갈 때까지 가 가 가 가 가 가<br/>확 갈 때까지 가 가 가 가 가 가<br/>확 갈 때까지<br/>
"
1660,Intro : Serendipity,방탄소년단,LOVE YOURSELF 承 `Her`,"138,929",2017.09.18,"이 모든 건 우연이 아냐<br/>그냥 그냥 나의 느낌으로<br/>온 세상이 어제완 달라<br/>그냥 그냥 너의 기쁨으로<br/>니가 날 불렀을 때<br/>나는 너의 꽃으로<br/>기다렸던 것처럼<br/>우린 시리도록 피어<br/>어쩌면 우주의 섭리<br/>그냥 그랬던 거야<br/>U know I know<br/>너는 나 나는 너<br/>설레는 만큼 많이 두려워<br/>운명이 우릴 자꾸 질투해서<br/>너만큼 나도 많이 무서워<br/>When you see me<br/>When you touch me<br/>우주가 우릴 위해 움직였어<br/>조금의 어긋남조차 없었어<br/>너와 내 행복은 예정됐던 걸<br/>Cuz you love me<br/>And I love you<br/>넌 내 푸른 곰팡이<br/>날 구원해 준<br/>나의 천사 나의 세상<br/>난 네 삼색 고양이<br/>널 만나러 온<br/>Love me now touch me now<br/>Just let me love you<br/>Just let me love you<br/>우주가 처음 생겨났을 때부터<br/>모든 건 정해진 거였어<br/>Just let me love you<br/>Let me love<br/>Let me love you<br/>Let me love<br/>Let me love you<br/>Let me love<br/>Let me love you<br/>
"
1661,"19금
뭘 알어 (What U Know)",ILLIONAIRE RECORDS,뭘 알어 (What U Know),"15,226",2016.02.19,가사가 없습니다
