ranking,title,artist,album,likes,date,lyrics
426,離別 (이별) (Prod. 명이월),SeeZ,離別 (이별),4,2020.01.03,"I miss you GrandMa<br/>Don't get sick there<br/>Let's make pain like the fool<br/>Caz I know she was sad<br/>I don't make the bad decision<br/>and regret it later for you<br/>If you can hear my song<br/>Please show up in my dreams<br/>I'm gonna live with you<br/>in my dream<br/>예고는 없었고 비극은 찾아와<br/>인사는 없는 채 이별은 찾아와<br/>추억은 후회를 만들고 가<br/>빈자린 나한테 더 크게 다가와<br/>있을 때 잘해라 이제야 느껴져<br/>시계를 돌려서 과거로 가<br/>I'm gonna change past fast<br/>Don't worry about that<br/>Hey my grand ma<br/>Where my grand ma<br/>I want see you<br/>Hey my grand ma<br/>Hey my grand ma<br/>Where my grand ma<br/>I want see you<br/>Hey my grand ma<br/>It was 5 years ago The weather<br/>was good and ordinary<br/>I was normal until I got that<br/>phone call  That was a terrible call<br/>Maybe she would say<br/>'Don't beat yourself'<br/>So I don't want to blame myself<br/>I hate wasting time and<br/>I don't like the way<br/>I'm crying with a knife<br/>Grandma  give me a hug<br/>Please come back soon<br/>give me the ice cream<br/>Just smile usual<br/>like the moonlight view<br/>Hey my grand ma<br/>Where my grand ma<br/>I want see you<br/>Hey my grand ma<br/>Hey my grand ma<br/>Where my grand ma<br/>I want see you<br/>Hey my grand ma<br/>
"
427,Be Fine (Feat. 정민재),불협화음,Be Fine (Feat. 정민재),982,2020.01.03,"Its gonna be fine <br/>When you think u made it 그럼 <br/>You'll bright like a crystal <br/>주변 들리는 소음 그런 뭣 <br/>같은 소린 what 갖다 버려도 좋으니까<br/>시끄러우면 볼륨이나 더 틀어 <br/>누가 뭐라던 너만의 춤을 춰 <br/>We have a lotta story 차갑게 <br/>decoration된 whiskey <br/>들이키고 나서 다시 따러 비스듬히<br/>Go on a vacay right now<br/>하고 싶은 거 해도 돼 하나 잊지<br/>말건 침대에서 뛰쳐나와서<br/>신발 끈 묶어야 해 그리고 다시 한번<br/>Its gonna be what 얼른 먼지 털어<br/>아무 일 없던 거니까<br/>세상에 너의 음정을 <br/>모두 맞출 필욘 없어<br/>Feeling like 불협 화음<br/>Its gonna be fine <br/>널 잘 아는 것처럼 <br/>아무리 떠들고 다녀도<br/>Its gonna be ok<br/>싹 다 무시해버려<br/>그 무엇도 널 바꿀 순 없어<br/>Its gonna be fine <br/>깊게 파인 상처들 넌 돌아보지 마<br/>No matter what they say <br/>걔네 신경 쓰지 않아도 <br/>할 일들이 더 있잖아<br/>Forget get it let it all disapear<br/>I start from the bottom <br/>but im right here<br/>아마 여기까지 five years <br/>해버려 그까이꺼<br/>뿌리치고 가야 해 할 일들이 쌓였거든<br/>Go on a vacay 이젠 <br/>누가 뭐라 해도 다르게 할 거야<br/>가끔 내 뒤에서 비웃는 사람들도<br/>결국 우리 Fan이 될 거야<br/>그러니 다시 한번 <br/>It’s gonna be what 너를 막고 있는<br/>빌어먹을 Obstacle<br/>다 무시해도 돼 다 네 맘대로 해 <br/>너를 맡겨 바꿔 Feeling like 불협화음<br/>Its gonna be fine <br/>널 잘 아는 것처럼 아무리 떠들고 다녀도<br/>Its gonna be ok<br/>싹 다 무시해버려<br/>그 무엇도 널 바꿀 순 없어<br/>아직도 가끔씩 난 생각나<br/>너무 힘들었던 기억들<br/>시간이 지나도 절대 잊지 않기를<br/>너무 힘들었던 우리를<br/>Its gonna be fine <br/>널 잘 아는 것처럼 아무리 떠들고 다녀도<br/>Its gonna be ok<br/>싹 다 무시해버려<br/>그 무엇도 널 바꿀 순 없어<br/>Its gonna be fine <br/>널 잘 아는 것처럼 <br/>아무리 떠들고 다녀도<br/>Its gonna be ok<br/>싹 다 무시해버려<br/>그 무엇도 널 바꿀 순 없어<br/>
"
428,우린 아무렇지 않을 거야,노기 (Nohgi),우린 아무렇지 않을 거야,11,2020.01.03,"소란스러운 마음이 질끈 감은 눈이<br/>고요한 적막 속에서 떨리는 숨이<br/>We’ll be gonna lonely 이젠 정말 멀리<br/>와버린 거야 우린 지금 <br/>일어서는 순간이 끝인걸<br/>그만 들어봐 고개<br/>애써 괜찮은 척은 굳이 안 해도 돼<br/>우리의 시계는 오는 멈출 것 같아<br/>저 문을 나가는 순간 이제는 남이 돼<br/>그래 정말 이젠 못 보잖아 다신 못 보잖아<br/>아무 일도 없었던 듯 지내야 하잖아<br/>견딜 자신도 없는데 멈추려고 우린 왜<br/>잘 알면서도 힘이 든다는 걸<br/>안녕이라는 말 끝으로 아슬아슬했던<br/>우리의 매듭은 완전히 풀리고 <br/>끝이 나는 거야<br/>힘들지만 한번 참아볼게<br/>어려울 거 알지만 한번 견뎌볼게<br/>시간이 흐르면<br/>결국 괜찮을 거야<br/>정말 우린 아무 미련 없을 거야<br/>그럼 됐지 그럼 됐지<br/>시간을 견디면<br/>결국 익숙해질 거야<br/>정말 우린 아무렇지 않을 거야<br/>그럼 됐지 그럼 됐지<br/>참 웃기지 딱 견딜 수 있을 정도의 현실<br/>확실히 문제야 지금 내 새벽은<br/>조금만 더 내일을 봤었더라면<br/>하는 멍청함에 내겐 이제 없어 봄은<br/>이미 반쯤은 죽어있는 만큼 내 하루는<br/>속상한 마음이 내 발목을 붙잡고 계속<br/>시간 가는 줄도 몰라 넋 놓고 있는걸<br/>애써 바쁘려 끊겼던 친구들에 <br/>연락도 돌려봐<br/>뭐 후회는 한순간인데 아직도 선명해 넌<br/>이러다 말겠지해 허나<br/>사실 그게 가장 겁이나서<br/>언젠간 아무렇지 않게 추억 할까봐서<br/>돌이킬 수 없는 일 이제와 후회 해봤자<br/>생각을 멀리 해봐도 적막한 이 밤엔<br/>어쩔 수가 없네 뒤를 돌아봐도<br/>결국엔 내 탓이니 벌은 더 달게 받을게<br/>시간이 흐르면<br/>결국 괜찮을거야<br/>정말 우린 아무 미련 없을거야<br/>그럼 됐지 그럼 됐지<br/>시간을 견디면<br/>결국 익숙해질거야<br/>정말 우린 아무렇지 않을거야<br/>그럼 됐지 그럼 됐지<br/>I just wanna miss you<br/>이 거리를 걸으면<br/>어김없이 떠올라 너와 걷던게<br/>I just wanna miss you everything<br/>I just wanna see you<br/>네 소식을 들으면<br/>어김없이 떠올라 너의 모든게<br/>I just wanna see you everything<br/>시간이 흐르면<br/>결국 괜찮을거야<br/>정말 우린 아무 미련 없을거야<br/>그럼 됐지 그럼 됐지<br/>시간을 견디면<br/>결국 익숙해질거야<br/>정말 우린 아무렇지 않을거야<br/>그럼 됐지 그럼 됐지<br/>시간이 흐르면<br/>결국 괜찮을거야<br/>정말 우린 아무 미련 없을거야<br/>그럼 됐지 그럼 됐지<br/>시간을 견디면<br/>결국 익숙해질거야<br/>정말 우린 아무렇지 않을거야<br/>이젠 됐지 정말 됐지<br/>
"
429,혼잣말,곡식,혼잣말,16,2020.01.03,"같은 삶을 살아가는 매일이<br/>맘에 안 들어 시작했던 내 일이<br/>이제 내일이 오는 걸 꺼려지게 해<br/>멀어지네 내 이상과 현실이<br/>열심히 산다고 살았던 과거<br/>지나고서 바라보니 헛바람만 가득<br/>지나고서 바라보니 헛바람만 가득<br/>그래 지나고서 바라보니 <br/>헛바람만 가득해<br/>많은 사람들이 나를 찾아보길<br/>나의 작품들을 들어보길<br/>바라는 맘 하나로 곡을 쓰다 보니 <br/>그 안에 내가 없단 걸 못 알아차렸어<br/>하고 싶던 말은 저 뒤로<br/>네가 듣고 싶어 할 만한 걸 써질러서<br/>저질러 버렸지 EP<br/>이미 물은 엎질렀고 난 젖어있어<br/>이제 버스킹도 재미가 없어 <br/>돈 벌려고 음악 하는 <br/>내 모습이 보이기에<br/>거기에 수긍하는 내 자아가 <br/>나아가 음악 하는 나를 <br/>부정하려 하기에<br/>다시 되돌아봐<br/>내가 정녕하고 싶었던 <br/>음악의 정의가 뭐인지<br/>돈인지 놀이인지 목표인지 옥인지 <br/>또 꿈을 꾸는 중인지 <br/>돈마냥 꾸는 중인지<br/>야 이건 걍 혼잣말이야 <br/>이건 걍 혼잣말이야 <br/>그래 걍 혼잣말이야 <br/>그래 걍 혼잣말이야 <br/>그저 술에 취해 <br/>기댈 곳 잃고 헤매이던 <br/>내가 뱉던 걍 혼잣말이야<br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>뭔갈 알리고 싶은 게 아냐<br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>그저 뱉어내고 싶던 말이야<br/>걍 혼잣말이야 걍 혼잣말이야<br/>걍 혼잣말이야 걍 혼잣말이야<br/>걍 혼잣말이야 걍 혼잣말이야<br/>흐려져 꿈이 <br/>굳이 성공 못해도<br/>내 곡이 계속해 세상에 나오는 <br/>그게 최고이진 않을까 <br/>조금은 나 게을러도 괜찮지 않을까 <br/>너무 많은 아이들이 판을 치네 <br/>짝 짝 짝 <br/>이 씬의 방향은 어디기에 <br/>여기저기 where <br/>고장 난 내비게이션 <br/>차피 길 못 찾아 헤맬 거면<br/>전원을 끄고 지금을 즐길까<br/>세상엔 아름다운 게 너무 많은걸<br/>그래서 무슨 말이 하고 싶은 건데<br/>야 이건 걍 혼잣말이야<br/>이건 걍 혼잣말이야 <br/>그래 걍 혼잣말이야 <br/>그래 걍 혼잣말이야 <br/>그저 술에 취해 <br/>기댈 곳 잃고 헤매이던 <br/>내가 뱉던 걍 혼잣말이야<br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>뭔갈 알리고 싶은 게 아냐<br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>그저 뱉어내고 싶던 말이야<br/>걍 혼잣말이야 <br/>이건 걍 혼잣말이야 <br/>걍 혼잣말이야 <br/>그래 걍 혼잣말이야 <br/>걍 혼잣말이야 걍 혼잣말이야<br/>걍 혼잣말이야 걍 혼잣말이야<br/>이쯤에서 후회하고 <br/>뒤돌아서는 건 어때<br/>그저 가끔 무대하고 <br/>신나게 마시자고 <br/>건배 <br/>잘 알잖아 <br/>나 자신도 나의 성공을 <br/>못 믿고 있다는걸<br/>야 이건 혼잣말이야<br/>나와 나의 대화야 <br/>근데 네가 들어주길 원해<br/>
"
430,Rothchiland,제노,Truth Music,2,2020.01.03,"이땅은 로스차일랜드<br/>영화 속 아일랜드 처럼<br/>사이렌이 울린뒤 두갈래로 찢어져서<br/>난리가 나고도<br/>날린돈만 찾는 사람들과<br/>마일리지처럼 적립되는<br/>게임머니 숫자만 보일뿐<br/>내 주머니 속에<br/>내 순번이 보이지를 않아<br/>Funny Money 돈이 내숭떠니<br/>아님 누가 뺏은거니<br/>뻔히 보이는 수작에 걸린거지<br/>볼모로 잡혀 롤모델은<br/>유명한 아이돌로<br/>놀고 싶으면 놀러가지<br/>근데 이젠 뭘로 먹고살지 걱정해<br/>모은 돈 모두 날리고<br/>골로 가는건 순간<br/>돈 벌러 갈곳도 없어<br/>별로 이나라를 지배하고 있는<br/>검은 머리 외국인<br/>우리의 불행이 그들의 행복<br/>매국이 애국인<br/>주말의 평일화 가정의 초토화<br/>그들의 모토가<br/>우리의 고통과 피로 만들어져<br/>이제 싸워야해 모두가<br/>이놈의 땅은 로스차일랜드 Ah yeah<br/>이대로두면 곤란해 Ah yeah<br/>검은머리 외국인을 몰아내<br/>이런 논란에 모두 놀라네<br/>이놈의 땅은 로스차일랜드 Ah yeah<br/>이대로두면 곤란해 Ah yeah<br/>검은머리 외국인을 몰아내<br/>이런 논란에 모두 놀라네<br/>식민 역사가들이 가두리 치고<br/>가르친 가짜역사를 따르지<br/>하느님 맙소사<br/>이땅에 피가 마르지 않은 이상<br/>절대 끝나지 않을 바로 이 싸움<br/>기니피그가 되어 비밀이란 없어<br/>우린 이미 잊어버린 삶의 의미<br/>미국이란 목발이 없이<br/>우린 두발로 서지 못해<br/>락펠러 같은놈의 그 잘난<br/>달러 필요없어<br/>맨날 찍어내는데 FRB<br/>누가 운영하는데<br/>IMF 벌써 잊어가는데<br/>이 나라는 무너져만 가는데<br/>마치 비디오 게임처럼<br/>우린 미디어에 놀아나고 있어<br/>내가 길이요 진리요<br/>생명이라 말하는 저 TV<br/>어서 꺼버려 Let Let's get it on<br/>이놈의 땅은 로스차일랜드 Ah yeah<br/>이대로두면 곤란해 Ah yeah<br/>검은머리 외국인을 몰아내<br/>이런 논란에 모두 놀라네<br/>이놈의 땅은 로스차일랜드 Ah yeah<br/>이대로두면 곤란해 Ah yeah<br/>검은머리 외국인을 몰아내<br/>이런 논란에 모두 놀라네<br/>그들의 말 들어서 나아진것도 없어<br/>낮이나 밤이나 쉬지도 않고<br/>일해도 남는것 없지<br/>마지막 순간에 왔어<br/>아직은 실감이 않 나지만<br/>이것은 계속돼 가지만<br/>남은 나무에 하나남은 열매<br/>그 다음에 그놈의 NWO<br/>우린 오늘도 땀 흘리고<br/>멀리 돌아갈 수 없는 곳에<br/>몰리고 되돌리고 싶어도 안돼<br/>빚더미에 등 떠밀리고<br/>만만히 볼 수 없어<br/>나날이 발전해가 낱낱히 파헤쳐봐<br/>가만히 있다가는 당해<br/>그냥 망해 나는 절대<br/>가만히 앉은 채로 안 당해<br/>5G 좋다 생각하고 그냥 가입하지<br/>초능력 어쩌구저쩌구<br/>개수작은 거기까지 아젠다21<br/>그들이 원하는걸 알게 된다면<br/>보일거야 그것이 뭔지<br/>이놈의 땅은 로스차일랜드 Ah yeah<br/>이대로두면 곤란해 Ah yeah<br/>검은머리 외국인을 몰아내<br/>이런 논란에 모두 놀라네<br/>이놈의 땅은 로스차일랜드 Ah yeah<br/>이대로두면 곤란해 Ah yeah<br/>검은머리 외국인을 몰아내<br/>이런 논란에 모두 놀라네<br/>
"
431,Breezy (w. Nodsgn),nakedxoul (네이키드소울),NKXL,18,2020.01.03,"불안이 잠식한 방에<br/>동침해 걱정과 함께<br/>각방을 쓰고 싶어<br/>각방을 쓰고 싶어<br/>we make it so easy<br/>복잡하게 생각 하지마 man<br/>catch thougth kill it<br/>we just wanna breezy<br/>we make it so easy<br/>복잡하게 생각 하지마 man<br/>catch thougth kill it<br/>we just wanna breezy<br/>i just wanna 안정<br/>그래 맞아 단지 안정<br/>그 노랜 언제 나와 너<br/>접은지 오래야 내 album<br/>정말 먹고 사는 돈에<br/>몸과 정신이 모자라<br/>혼은 gone be long gone baby so<br/>비슷하더라 먹고 사는 짓에<br/>매일 밤 지칠<br/>순간에 마취제들을 투여 알콜에 비친<br/>방 천장 같이 검은 통로<br/>그걸 청춘이라 부르대<br/>그 소중한 하루가<br/>정말 소중하냐 물을 때<br/>그 물음에 물음 해<br/>누군 전쟁터를 구를 때<br/>온수로 찬 욕조 속<br/>와인에 취해 눈꺼풀을 뗀<br/>그 안락함에 취한 소릴<br/>그냥 넘겨 듣기 약 올라<br/>치기 still alive 취기 still alive<br/>ah yeah 다시 펜을 잡은<br/>이유 역시 같지<br/>직원에서 artist 신분<br/>월반해 마치 이강인<br/>역사적인 밤이지<br/>조언 빙자한 막 말이<br/>머릴 다 뜯어 놨지 ok draw rhymin<br/>복잡하게 생각 하지마 man<br/>catch thougth kill it<br/>we just wanna breezy<br/>we make it so easy<br/>복잡하게 생각 하지마 man<br/>catch thougth kill it<br/>we just wanna breezy<br/>yo take it easy man<br/>내가 했던 말 대략 2년 전에<br/>믹스테잎 제목은 simple<br/>아주 단순하게<br/>사실 I just wanna be<br/>yeah I just wanna be<br/>나는 지금 아무것도 가진 게 없어<br/>바지 주머닌 담뱃재로 차있지<br/>그것마저 내 기분 같아<br/>까 뒤집은 다음에<br/>후후 불어내고 털어버리고<br/>stop being somebody else<br/>I don't wanna be them<br/>이젠 내가 되보려고 노력 해볼게<br/>I just wanna be no no no<br/>I just try to be myself<br/>do my best<br/>현재에 초점을 맞춰서 볼게<br/>okay brother보고싶어 엄마도<br/>며칠 전에 꿈에 나왔어<br/>조금 흐릿하게 나마도<br/>휴가 나온 동생은<br/>연락 한번도 못 했어<br/>I'm sorry brother<br/>we make it so easy<br/>복잡하게 생각 하지마 man<br/>catch thougth kill it<br/>we just wanna breezy<br/>we make it so easy<br/>복잡하게 생각 하지마 man<br/>catch thougth kill it<br/>we just wanna breezy<br/>Stay cool girl<br/>Stay cool boy<br/>Gotta pass all 결국 다 지나가<br/>Stay cool girl<br/>Stay cool boy<br/>Gotta pass all 결국 다 지나가<br/>
"
432,Life is beautiful(L.I.B) (Feat. Jayday),PM,L.I.B,13,2020.01.03,"고개를 들어올리고 하늘을 봐 <br/>이제 움츠린 날개를 펴고 날아올라 <br/>그리고 바람을 타 고 <br/>따라서 내 길을 가 <br/>숨을 깊게 들이마시고 앞으로가 <br/>힘이 들면 잠깐 멈춰 쉬어도 돼 <br/>나 혼자의 산책 또는 기나긴 레이스 <br/>또는 드라마 무비 주인공 오직 <br/>나 하나뿐인 내가 만드는 스토리 <br/>하고 싶은데 뭘 망설여 <br/>불안한 거 전부다 똑같어 <br/>고개 숙이지 말고 곧게 들어 <br/>어깨를 펴고 더 높은 하늘을 보렴 <br/>날씨는 맑음 때로는 비 <br/>예측 불가능 우리 앞길같이 <br/>기대하게 돼 더욱 재미있는 일 <br/>가끔 슬프겠지 이게 내가 선택한 길 <br/>때로는 바람이 강하게 불어도 <br/>방향에 따라서 <br/>네 등 뒤를 밀어주며 <br/>속력을 내 반대로 바람이 불어도 <br/>잠시 쉬라고 의미로 숨을 고르고 <br/>다시 날아 가면 돼 <br/>그래 그렇게 자연스럽게 <br/>때로는 살짝 다른 길이더라도 <br/>미소 지어 활짝 앞으로 <br/>한 발짝 나아가 바짝 <br/>진짜 가짜 매번 내게 질문을 해 <br/>너는 왜 아직도 포기 않고 음악을 해 <br/>이제 곧 나이도 차는데 뭐 먹고 살래 <br/>수많은 친구들이 질문을 해 <br/>힘들 때 내 옆에 <br/>유일하게 버텨준 게 음악 이야 <br/>이게 내가 내린 답이고 삶이자 <br/>꿈이면서 바로 앞 현실이야 <br/>매번 마지막이면서 또 시작 <br/>고개를 들어올리고 하늘을 봐 <br/>이제 움츠린 날개를 펴고 날아올라 <br/>그리고 바람을 타 고 <br/>따라서 내 길을 가 <br/>숨을 깊게 들이마시고 앞으로가 <br/>힘이 들면 잠깐 멈춰 쉬어도 돼 <br/>나 혼자의 산책 또는 기나긴 레이스 <br/>또는 드라마 무비 주인공 오직 <br/>나 하나뿐인 내가 만드는 스토리 <br/>하고 싶은데 뭘 망설여 <br/>불안한 거 전부다 똑같어 <br/>고개 숙이지 말고 곧게 들어 <br/>어깨를 펴고 더 높은 하늘을 보렴 <br/>날씨는 맑음 때로는 비 <br/>예측 불가능 우리 앞길같이 <br/>기대하게 돼 더욱 재미있는 일 <br/>가끔 슬프겠지 이게 내가 선택한 길 <br/>
"
433,21 bluesy,빌야드 (Viil yard),21 bluesy,9,2020.01.03,"그렇게 한 번 더 말해줘 <br/>그렇게 한 번 더 잡아줘 <br/>이렇게 처진 분위기도 <br/>방안의 모든 사람들과도 <br/>공기가 무거운 이유에도 <br/>돛대가 재가 된 이후에도 <br/>펜을 든 손 이젠 맘대로 <br/>잉크 번진 종이를 구겼어 <br/>이제는 발길을 뗄 시간 <br/>보채지마 지금 같이 가 <br/>서둘러 떠나기 싫은 맘 <br/>사실 그런 건 없을지도 <br/>시끄러운 세상의 소음은 <br/>더는 듣기 싫어서 <br/>계속 <br/>긴 여행을 떠난다면 기쁘게 말해 <br/>I say goodbye <br/>닿은 손들 모두 떼 <br/>이젠 내 말 좀 들을 때 <br/>혼자 놓인 책상 위에 <br/>사진은 무지개 <br/>내 발소리는 검은색 건반 <br/>비틀린 스프링소리의 봄날 <br/>get day <br/>get better day <br/>좀 더 나은 날 <br/>가질 수 있었다면<br/>혼자 커갔던 꿈 <br/>외로움은 대충 <br/>그래 내 친한 친구 <br/>입술 사이에서 날아다녔던 <br/>단어는 이제 내 조각을 이뤄 <br/>노랫말의 이름 내 청춘 <br/>Alternative fam <br/>이기적이어서 thanks <br/>당신들의 입장에서 <br/>최선이라는 점 <br/>아주 잘 알어 <br/>그러니 <br/>And now so far away in heart <br/>Don’t call me farr <br/>try to hard <br/>친구들과 함께 뿜어댔던 연기 <br/>떨어져 떨어져 <br/>그려줘 <br/>가벼워 <br/>날 무겁게 말아줘 <br/>닿은 손들 모두 떼 <br/>이젠 내 말 좀 들을 때 <br/>혼자 놓인 책상 위에 <br/>사진은 무지개 <br/>내 발소리는 검은색 건반 <br/>비틀린 스프링소리의 봄날 <br/>get day <br/>get better day <br/>좀 더 나은 날들 <br/>가질 수 있단 말 한 마디에 <br/>무너지는 난 <br/>괜찮다는 말을 <br/>입에 달고 살았던 인간 <br/>사실은 난 부정해올 수 밖에 <br/>상처받지 않기 위한 자기방어기제 <br/>다음부턴 <br/>말해봐 말해봐 <br/>뭘 말해 네게 <br/>아니야 아니야 <br/>붕 떠올라 <br/>외로움을 잊기 위한 감각 <br/>It was a long time <br/>살아있다는 건 번거로워 <br/>default 값이 되어 <br/>몸에 배인 blue <br/>자꾸만 찢으며 유연해지는 중 <br/>가볍게 뒤틀린 black bar <br/>문제는 없으나 white bar <br/>섞이면 튀지 <br/>그래서 혼잣말하는 건 버릇이 됐어 <br/>I'll die paradigm a lie <br/>get out of mind <br/>I'll be fine <br/>can't stop the way <br/>what time is like this underslow <br/>I'm diggin on you <br/>diggin on you <br/>
"
434,누가 갱스터,초이 달러원 (Choi ＄￦),누가 갱스터,10,2020.01.03,"누가 갱스터 누가 갱스터 <br/>니가 갱스터 임마 니가 갱스터 <br/>누가 갱스터 누가 갱스터 <br/>니가 갱스터 진짜 니가 갱스터 <br/>누가 갱스터 누가 갱스터 <br/>니가 갱스터 임마 니가 갱스터 <br/>누가 갱스터 누가 갱스터 <br/>니가 갱스터 진짜 니가 갱스터 <br/>등 뒤엔 좋은집과 <br/>화목한 가정 달고서 <br/>내건 타이틀은 OG <br/>자칭 갱스터들 온실서 자란 화초들 <br/>손짓엔 꽃꽂이가 더 잘 어울려 <br/>척은 관두지 <br/>그래서 뭔데 갱스터 <br/>니가 해본 나쁜짓 <br/>**들이 모여 담배 피워도 안쎄보여 <br/>길바닥에 침 뱉고 꼬라봐도 안쫄려 <br/>갱스터를 자칭하는 **들이 <br/>매번 과시하는 마루타 문신 <br/>내 친구들이 고삐리 때 다 뗐어 <br/>이제와서 자랑해도 <br/>안무서워 걍 우습지 <br/>갱스터 행세 하려거든 주의해 <br/>곱게 자란 놈들 어설픈 추임새 <br/>끼어들면 모가지 비틀어 죽일테니 <br/>자신없음 뒤로 빠져 고개 숙인채 <br/>누가 갱스터 누가 갱스터 <br/>니가 갱스터 임마 니가 갱스터 <br/>누가 갱스터 누가 갱스터 <br/>니가 갱스터 진짜 니가 갱스터 <br/>누가 갱스터 누가 갱스터<br/>니가 갱스터 임마 니가 갱스터<br/>누가 갱스터 누가 갱스터<br/>니가 갱스터 진짜 니가 갱스터<br/>자랑은 아냐 우리집은 가난했어<br/>자랑은 아냐 학비도 나라가 냈어<br/>자랑은 아냐 중딩 땐<br/>나이키 에어맥스<br/>훔쳐 신었고 그 때쯤 담배를 태웠네<br/>넌 부족한거 하나 없이 자랐지<br/>용돈 모아 산 조던<br/>힙합이라며 자랑질<br/>여태껏 부모 빽 없인 *도 못했던게<br/>이제 와서 갱스터인 척 눈꼴 사납지<br/>니 인생 어디가 갱스터 임마<br/>니 행동 어디가 갱스터 임마 <br/>니 각오 어디가 갱스터 임마 <br/>진짜를 보고 싶다면 날 만나러 와<br/>갱스터 소꿉놀이하는 크루 전부<br/>다 데려와도 돼<br/>다 때려 눕혀줄테니까<br/>무서운 놈들은 숨어<br/>눈 마주치면 내리깔어 아니면 무덤뿐<br/>누가 갱스터 누가 갱스터<br/>니가 갱스터 임마 니가 갱스터<br/>누가 갱스터 누가 갱스터<br/>니가 갱스터 진짜 니가 갱스터<br/>누가 갱스터 누가 갱스터<br/>니가 갱스터 임마 니가 갱스터<br/>누가 갱스터 누가 갱스터<br/>니가 갱스터 진짜 니가 갱스터<br/>
"
435,Chidi Ching (Prod. ASNP),V1VA (비바),Chidi Ching,47,2020.01.03,"all my chainz<br/>녹아내리지 on my neck<br/>blin clin dance<br/>walking on 은하수 my way<br/>weekly plan 작업작업작업<br/>right away<br/>떠날 땐 미련 없이 갈 길 가지<br/>18 Karat Mama<br/>내 돈 주고 살게<br/>빚진 채 살긴 싫어<br/>돈은 soulmate<br/>1cedoutv1va cha1n<br/>all I do is self-made<br/>1ce melt down<br/>I bakin around basement<br/>차곡 차곡 차 나의 babies<br/>파도 같은 planz got ready<br/>안 벗어도 난 존내 갠지<br/>많을수록 좋아 on my fresh fit<br/>waste waste waste<br/>it is<br/>copy and paste it is<br/>waste waste waste<br/>it is<br/>나는 갈 길 바빠<br/>gotta Chidi Ching<br/>또 바쁘게 미친 짓<br/>만든 체인이 빛이 bling<br/>걍 이게 넘 재밌지<br/>Chidi Ching Ching<br/>Chidi Ching Ching<br/>Chidi Ching Ching<br/>Chidi Ching Chidi<br/>Ching Chidi Ching yea<br/>waste waste waste<br/>it is<br/>copy and paste it is<br/>waste waste waste<br/>it is<br/>나는 갈 길 바빠<br/>gotta Chidi Ching<br/>
"
