ranking,title,artist,album,likes,date,lyrics
22,매일 (Feat. Kaenavi) (Prod. ZENO),Jimmyy : Jimmy,매일,53,2020.02.17,"너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>너나 자러가 goodnight<br/>나는 매일 봐 moonlight<br/>익숙해서 괜찮아<br/>내 걱정은 하지마<br/>약이 필요하지 너 없는 밤에<br/>불면증 때문에 못들어 잠에<br/>나 지금 외로워 나 혼자 방에<br/>나 지금 괴로워 소리쳐야해<br/>이대로 가다가 죽을 거 같애<br/>근데 난 지킬 사람이 넘 많네<br/>아무도 없는데 지금 내 곁엔<br/>전부 다 두고서 섬으로 갈래<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>baby 너 잠에 들 때<br/>난 아직 여깄어 스튜디오에<br/>너가 잠에서 깰 때<br/>아침 해를 보고 난 잠에 드네<br/>우리 둘 사이에 시차 tik tok<br/>늦은 밤 갈게 난 너의 집 앞<br/>맞쳐줘 너가 날 위해 시간<br/>이해해줘 날<br/>너 없는 밤을 보낼 땐<br/>난 정말 죽을것 같애<br/>너 없는 방에 있을 땐<br/>공기 마저도 차갑네<br/>우울한 날씨면 yeah Rain drop<br/>있어줘 내 곁에 Over night<br/>못 보는 날이면 Face time<br/>우리의 사랑은 Twilight<br/>난 밤새 일해서 workin for you<br/>시간이 날 때면 전화하고<br/>몇 번 말해 내 목소리는 돈이라고<br/>난 말을 아껴 그래서 난 또<br/>네 친구들은 날 싫어하고<br/>왜 만나냐고 또 물어보면<br/>답해줘 이 새낀 다르다고<br/>뻔한 네 남친충 아니라고<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>너가 잠을 잘때 난<br/>켜져있어 보라 Light<br/>지금 1분 1초가<br/>내겐 아까우니까<br/>
"
23,"흥! (Feat. Don Mills, Xeeyon, Kid K, IKYO)",The o2,폭염,23,2020.02.17,"어린 아이 코가 답답해<br/>혼자서는 어려운 문제처럼<br/>못 풀어 풀어 바로 누가 옆에서 <br/>크리넥스 각<br/>티슈 잡아 각<br/>잡아서 잡아 각<br/>티슈 하나 잡아<br/>티슈 잡아 각 잡아서 잡아 각<br/>티슈 하나 잡아<br/>그 다음에 흥이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에<br/>밥 먹듯이 먹어 제껴 뱉어 <br/>내껀 그런식<br/>인천city 거리에서 <br/>옆 동네 절대 안 부럽게<br/>BMX dancin everyday <br/>pedal to the pedal<br/>내 것들을 챙겨 <br/>이제 잿더미들을 내팽겨<br/>치고 더 올려놔야지 내 몸뚱아리를<br/>치고 나가 put ma boost on <br/>마치 우리 흥<br/>국뽕 한사바리 마셔 <br/>popos do this too<br/>늦지 않았어 아직 즐기는데 서툰 이들<br/>해가 짧아져 날씨 좆같네<br/>심심하면 뒤져 주머니 속 안에를<br/>어김 없이 Vans 끈을 졸라 메고<br/>뛰어올라 내 흥을 들이마셔낸 후<br/>어린 아이 코가 답답해<br/>혼자서는 어려운 문제처럼<br/>못 풀어 풀어 바로 누가 옆에서 <br/>크리넥스 각<br/>티슈 잡아 각<br/>잡아서 잡아 각<br/>티슈 하나 잡아<br/>티슈 잡아 각 잡아서 잡아 각<br/>티슈 하나 잡아<br/>그 다음에 흥이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에<br/>흥에 소리를 키워<br/>내가 바라는 건 나에게 냅둬<br/>쥐는 거 없이도 춤을 추는 <br/>minor dancer<br/>되는 대로 그냥 살어 <br/>누군가에 옆에 있던<br/>되는 대로 그냥 살어 <br/>누군가에 옆에 있던<br/>후렴 따라 코를 풀어둔 채<br/>또 소리를 다시 더한 채<br/>의미를 한 자리에 붙여<br/>완전해짐에 쩐이란 기본이 없대도<br/>크게 데인 적 없지 <br/>할 말은 여기 적혀있어<br/>펜이 잡힌 대로 또 잡힌 대로 <br/>팔 따라 원을 그려<br/>보이는 자 글자 그대로<br/>한숨이 주는 감을 나대로<br/>새로운 궤도 안에 집어넣어<br/>한자로 풀어 다시 몇 배로<br/>참아내기는 불 필요한 제품<br/>내 방에 진을 털어 <br/>쟤네 부러워하게끔<br/>펜이 잡힌 대로 또 잡힌 대로<br/>팔 따라 원을 그려 보이는 자 <br/>글자 그대로 몇 배로<br/>Paper Chaser <br/>그 타이틀은 테이저 페이스급<br/>이 잔액조회는 즙 참기 <br/>I got no patience<br/>하루 만에 가불 받아 괘씸해서<br/>내가 미워 미우면 떡 두 개<br/>나 두 배로 받아내야 <br/>메꿔 내 5년의 공백<br/>배 아픈 이유는 사촌이 그 땅 사서<br/>아니 그냥 사천 원만이 내게 있어<br/>oh 내 석자인 코를 잡게 했어<br/>yea 흥 하기만 하면 되어서<br/>내게 증명을 해보라 해서<br/>나 증명했음에 대출은 하루 만에 나와<br/>세 달 만에 다 쓰고<br/>2년 반 동안이나 이잘 내놓지<br/>때려치울 거야 paper chaser<br/>내일은 저 맨 끝에서 <br/>that paper chase us<br/>어린 아이 코가 답답해<br/>혼자서는 어려운 문제처럼<br/>못 풀어 풀어 바로 누가 옆에서 <br/>크리넥스 각<br/>티슈 잡아 각<br/>잡아서 잡아 각<br/>티슈 하나 잡아<br/>티슈 잡아 각 잡아서 잡아 각<br/>티슈 하나 잡아<br/>그 다음에 흥이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에 흥 <br/>이라고 외쳐<br/>그 다음에 그 다음에 그 다음에<br/>
"
24,클럽에서 (Feat. Holmsted),NUMERO (누메로),클럽에서,18,2020.02.17,"홀로 집에 멍하니 누워<br/>폰만 또 만지작거려<br/>자존심 때문에<br/>누구에게 만나자는 건<br/>못하지 안 익숙한 걸<br/>친구들의 연락에<br/>무심한 척 거릴 나와 aye<br/>난 외롭지 않은<br/>티를 내 웃다가<br/>향했던 클럽 몸치 박치<br/>난 싫은데 여기 떠밀려 왔어<br/>지독한 담배 연기<br/>술 취한 사람 속에<br/>난 춤도 못 춰<br/>한 가운데 멍하니 서 있어<br/>내 친구는 저마다<br/>여자의 허릴 잡고<br/>입술을 맞추고<br/>난 부러워 시선을 돌렸지<br/>그 곳에서 널 yeah<br/>바라봤어 널 yeah yeah<br/>노랜 시끄럽고<br/>나처럼 여기 어울리지 않게<br/>홀로 서있던 너<br/>춤을 추지 않아도 yeah<br/>남자들이 와서 네게<br/>유혹을 해도 넌<br/>무심한 듯 보내<br/>눈이 마주친 건<br/>나의 기분 탓인 걸까<br/>네게 말을 걸어볼까 고민해<br/>as this song<br/>isn't good on this club<br/>I wanna dance but<br/>standin' like a fool oh yeah<br/>as this fuckin' song<br/>isn't good on this club<br/>how can I be with you<br/>I just let you go yeah yeah<br/>I don't know how dance<br/>I don't know why<br/>I stand in this club<br/>나의 손 안에 쥐인 술잔들엔<br/>왜 벌써 비었는지 술도 안 취해<br/>여기 담배 연기와 낯선 향도<br/>가득 채운 baseline과<br/>강한 sound도<br/>왜 날 괴롭히는지<br/>난 움직이지를 못해<br/>음 저 여자 허릴<br/>잡고 싶지도 않네<br/>그곳에서 널<br/>나는 멍하니 서서<br/>노랜 시끄럽고<br/>여길 가득 채운<br/>덩치들 사이로<br/>너를 보고 나는 기웃해<br/>눈에 띄지 않아도 yeah<br/>남자들이 오네 너에게 yeah yeah<br/>다가갈까 고민해<br/>나도 저 놈들 속엔<br/>같이 섞이지는 싫어<br/>너를 보며 고민해<br/>as this song<br/>isn't good on this club<br/>I wanna dance but<br/>standin' like a fool oh yeah<br/>as this fuckin' song<br/>isn't good on this club<br/>how can I be with you<br/>I just let you go yeah yeah<br/>as this song<br/>isn't good on this club<br/>I wanna dance but<br/>standin' like a fool oh yeah<br/>as this fuckin' song<br/>isn't good on this club<br/>how can I be with you<br/>I just let you go yeah yeah<br/>
"
25,엄지손가락 (Feat. Kidd King) (Prod. Rhymetube),TOYCOIN (토이코인),엄지손가락 (Feat. Kidd King),70,2020.02.16,"내 엄지손가락이 <br/>핸드폰 화면 위를 걸어 다녀<br/>야 너 거기 잘못 걸어가면<br/>난 낭떠러지로 떨어지고<br/>나가리 나가리<br/>넌 엄지손가락 하나로 <br/>날 들었다 놨다 해<br/>너가 내 머리 안을 걸어 다니면<br/>뇌절이 오고 난 난감해<br/>전화는 하지 말아 줘<br/>난 긍정이 너무도 많아서<br/>혹시 너도 나를 하는<br/>망상에 빠져 못 관둬<br/>girl 너가 원하는 건 나도<br/>원하기 마련이지 나로<br/>너를 채운다 해도<br/>뭐라고 안 해 난 so<br/>YEAH YEAH<br/>너의 손가락이 모자르게 babe<br/>보석들을 늘어놓을게<br/>원하는 걸 말해<br/>대신 너의 엄지손가락은<br/>나를 향한 단어에만 움직여줘<br/>나는 그거 하나 바래<br/>내게 욕심쟁이라고 하지 말어 babe<br/>이봐 열 손가락 중 두 개<br/>20% 그거면 되는데 바라는 게<br/>많은 건 아닌 거 같애 아예 ah yeah<br/>baby I walk around<br/>all day & all night<br/>baby I walk around<br/>all day & all night<br/>baby I walk around<br/>all day & all night<br/>화면 위를 걸어<br/>손가락은 얼어<br/>괜찮은 단어로<br/>고르고 난 적어<br/>넌 내 말을 덜어<br/>내고 대활 접어<br/>또 난 기다려 널<br/>사실 난 찐따인데 멋진 척했어<br/>나쁜 남자가 먹힐 것 같애서<br/>성숙한 태도로 너를 대해도<br/>답장이 안 오면 진땀을 뺐어<br/>차가운 도시의 남자가 되어<br/>웅 대신 응 이라 답장을 해<br/>13분의 법칙을 지키려 했어<br/>근데 내 성격이 어딜 가겠어<br/>괜히 쿨한 척 전화를 걸어<br/>언제나 그랬듯 넌 역시 부재중<br/>다시 전화가 와 오 미안 미안<br/>잘못 걸렸나 봐 어 그래그래<br/>침대 위 이불을 팼어<br/>기회를 날려보냈어<br/>위험해 이 상태 이러다<br/>아는 사이가 되겠어<br/>안돼<br/>난 생각했어 너<br/>cuz you're the only one<br/>널 못 떠나 난<br/>baby I walk around<br/>all day & all night<br/>baby I walk around<br/>all day & all night<br/>baby I walk around<br/>all day & all night<br/>화면 위를 걸어<br/>손가락은 얼어<br/>괜찮은 단어로<br/>고르고 난 적어<br/>넌 내 말을 덜어<br/>내고 대활 접어<br/>또 난 기다려 널<br/>
"
26,"DO NOT KNOW (Feat. EUI KEUN, RAZYBOYOCEAN, ICEPUFF)",DPLX,DO NOT KNOW,10,2020.02.16,"they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>몇 번을 말해야 알아쳐 먹어 <br/>이 병신 놈들은 왜 줏대가 없어<br/>난 한다면 하고 아니면 다 꺼져 <br/>니 친구 다 팔고 돈이나 더 벌어<br/>사랑이 먼저 넌 받아 적어 이 도시 <br/>다 털고 난 떠나지 먼저 비행기처럼<br/>dp형 beat위 내 침 튀겨간 뒤 <br/>만든 트랙 bpm 120 밟지<br/>way 여긴 너무 높아 금방 못 해 도착<br/>me i'm the first do you <br/>concur can't even say 'no' <br/>in KR milly rock <br/>make a whole city rockin<br/>your girl she's wanna hop in <br/>hang out with naked body<br/>뭐든지 다 하지 금액 맞춰 <br/>빨리 내 형제들과 같이 오르지 값이<br/>느린건 못 참지 난 더 빨리빨리 <br/>현금 3점 shooting 해 <br/>Michael Jordan 같이 <br/>you can not join you can not join <br/>내 친구 내 모임<br/>보여 난 너무 많은 돈이<br/>they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>Puttin’ my diamond on my neck<br/>Bitch I’mma smoke up that gas<br/>Rick Owens rocking that bad<br/>Fucking these bitches so bad<br/>Snitch yiggas they lookin like rats<br/>makin you past tense bitch <br/>난 올려 tension<br/>Crackin these bottles <br/>me up for debate<br/>Bakin so good imma eat up that cake<br/>Rollie circle imma turn it to oval<br/>니들이 만든 line 들은 다 오물<br/>Feel like i’m 미래야 <br/>fuck up that commas<br/>동형이 말했지 ocean 은 보물<br/>새꺄 넌 뭔데 여기서 머뭇거려<br/>Popo light get rid of these 놀음<br/>새꺄 난 여기서 머니를 벌음<br/>If u fuckin with me <br/>y’all might get into trouble<br/>they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>너넨 못 벌어 이 돼지의 guap<br/>높아진 내 몸값을 봐<br/>니네 알바 좆박을때 <br/>15분이면 백단위 딱 <br/>구라가 아니지 뱃살을 봐<br/>초고도 비만 난 초고도 비만 <br/>진짜로 바라보는 drop top 비머<br/>구라칠거면 걍 닥치고 있어 <br/>시발놈 이제 넌 내사람이 아니지 dumb <br/>hh shu<br/>akk stn aqua we mobbin<br/>welcome to ice den <br/>20돈이 넘어버리는 18k 내 금반지<br/>bitch yo got it<br/>어이없게두 이 돼지놈은 <br/>형제들을 잘 챙겨 <br/>what's up dplx <br/>벌어보자 롤렉스 까지<br/>돈을모아가꾸 사버릴까보다 <br/>강남신축 팬트하우스 까지 <br/>아이스펍 i'm the boss<br/>they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>they do not know<br/>they do not know<br/>they do not know<br/>몇 번을 말해줘도 <br/>
"
27,윙윙 (feat.바다코끼리),이샤인 (E SHINE),윙윙,10,2020.02.15,"너희 그냥 갈 길 가 <br/>난 겁나 급하니 위웅위웅 <br/>모두 비켜 갈 길 가 <br/>난 겁이 없으니 위웅위웅 <br/>위웅위웅 막으면 엎어 다 위웅위웅 <br/>위웅위웅 막으면 엎어 다 위웅위웅 <br/>다른 길은 없기에 <br/>내가 가는 길은 편도 일방 기억해 <br/>고민 따윈 없기에 <br/>나를 가로막음 엎어버려 기억해 <br/>나는 아직 없어 참을성 <br/>급히 가는 길을 막지 말고 가만둬 <br/>설쳐대는 꼴이 생과 작별하려고 <br/>작정한 거 아님 <br/>덤비지 말라고 <br/>입 다물어 잠거 <br/>너는 까불어 간 봄 <br/>난 네 사부나 감독 <br/>자비의 아이콘 <br/>난 싸구려 감성 <br/>싸구려 판촉 <br/>뭐든 갖다 넣고 팔아 포장은 안 하고 <br/>길을 비켜 위험 위험 위험 <br/>머리 위에서 울리네 위웅위웅위웅 <br/>밟아 버려 위험 위험 위험 <br/>가기 위해 거침없어 위웅위웅위웅 <br/>너희 그냥 갈 길 가 <br/>난 겁나 급하니 위웅위웅 <br/>모두 비켜 갈 길 가 <br/>난 겁이 없으니 위웅위웅 <br/>위웅위웅 막으면 엎어 다 위웅위웅 <br/>위웅위웅 막으면 엎어 다 위웅위웅 <br/>난 준비됨 <br/>키미테 붙여야지 너흰 귀밑에 <br/>따라오기에는 밋밋해 <br/>하긴 벅차겠지 숨이 차면 ㅂㅂ해 <br/>하는 척하는 놈 <br/>까불다 맞는 놈 <br/>톡 까놓고 <br/>진짜로 멋없고 <br/>내 말이 틀리면 싸워 <br/>내 말이 맞으면 맞고 <br/>이것도 저것도 아녀 <br/>그래 넌 뭐라도 하렴 <br/>여기를 떠나 초월하지 <br/>누구는 답안지 원해서 구걸하지 <br/>내 답은 내가 정해놨어 간섭 말기 <br/>신선한 삶을 단순하게 품에 안지 <br/>너의 머릿속은 윙윙 <br/>무리하지 마라 위험 위험 <br/>널 위해서 <br/>보험을 들어 윙윙 <br/>그게 너에게는 윈윈 <br/>윈윈 <br/>너희 그냥 갈 길 가 <br/>난 겁나 급하니 위웅위웅 <br/>모두 비켜 갈 길 가 <br/>난 겁이 없으니 위웅위웅 <br/>위웅위웅 막으면 엎어 다 위웅위웅 <br/>위웅위웅 막으면 엎어 다 위웅위웅 <br/>싹다 재껴버렸지 난 1년전의 목표 <br/>끊임없이 마이크에 쏟아 <br/>like 폭포 <br/>좀더 남들보다 독보 위와 간격 좁혀 <br/>그래서 난 뺏어댔지 래퍼 <br/>들의 밥그릇 i am certified <br/>끊임없이 증명하고 <br/>밟아왔지싸이렌을 켜고 <br/>밟아댔지 더 <br/>정상향해 서 <br/>배고파난 거 <br/>지쉐끼라서 계속원해 <br/>원하는걸 이룰때까지는 <br/>i can't stop it motherfuxxer <br/>이뤄 나의 꿈 꿈 yeah <br/>원하는걸 이룰때까지는<br/>i can't stop it motherfuxxer<br/>이뤄 나의 꿈 꿈 yeah<br/>난 좀 더 빠르게 위웅위웅<br/>조만간에 너네이름 지움지움<br/>오늘도 난 내몸집을 키움키움<br/>피융피융 시융시융<br/>너희 그냥 갈 길 가<br/>난 겁나 급하니 위웅위웅<br/>모두 비켜 갈 길 가<br/>난 겁이 없으니 위웅위웅<br/>위웅위웅 막으면 엎어 다 위웅위웅<br/>위웅위웅 막으면 엎어 다 위웅위웅<br/>
"
28,BVD,BADROOM,GOOD BOYS GONE BVD,54,2020.02.14,"it’s your man bad ay<br/>알잖아 내 스타일 yeah<br/>just hit me up baby<br/>if you wanna bad man<br/>Wooo don’t get me wrong <br/>날 겪어 보기전엔 never know<br/>you better be nervous <br/>about this badass boy<br/>훔쳐가 널 그리고 니 맘까지도<br/>sorry but i’m bad bad bad ay<br/>baby you know that that that girl<br/>sorry but i’m bad bad bad ay<br/>baby you know that that that girl<br/>bad thang fine as hell thick as fuck<br/>Oh my bad that’s my lady carol no<br/>이건 아냐 caroline 근데 <br/>이 여잔 really blow the pipe ay<br/>Pop it pop it like a Perignon <br/>rock it <br/>Do it for me lady <br/>i gotta rocket<br/>ay <br/>get paper and then take off from this <br/>motherfuckin’ bottom<br/>I should wake up to take girls<br/>baby i came from gotham<br/>난 badman 혹은 <br/>deadman like Heath Ledger<br/>훗날 여자들은 나에 대해 말하겠지<br/>badroom he’s a legend<br/>Sitback and watch me going higher <br/>내 노래 들음 makes you light up <br/>And Obviously Moon Got my back<br/>난 Groovy해 so Everywhere <br/>ay 내 이름 어디서나 들리게 <br/>it’s your man bad ay<br/>알잖아 내 스타일 yeah<br/>just hit me up baby<br/>if you wanna bad man<br/>Wooo don’t get me wrong <br/>날 겪어 보기전엔 never know<br/>you better be nervous <br/>about this badass boy<br/>훔쳐가 널 그리고 니 맘까지도<br/>sorry but i’m bad bad bad ay<br/>baby you know that that that girl<br/>sorry but i’m bad bad bad ay<br/>baby you know that that that girl<br/>내 ex에 ex들까지 내 SNS ay<br/>훔쳐봐 i know but it’s okay<br/>내 생각이 난다면 <br/>이 노랠 틀어 놓고 혼자 위로해<br/>let’s keep in touch <br/>물론 나는 너의 셀럽이고 <br/>너는 그냥 be my fan<br/>yeah<br/>너의 귀 속으로 난 뛰어 <br/>I always <br/>움직여 for my crew & fam<br/>말로만 하는 새끼들은 쉿<br/>난 행동하고 보여주는 식<br/>해서 내가 발라드 부른대도<br/>니 새끼보다 리얼 할수밖에 <br/>그냥 fuck it<br/>badass like a criminal criminal <br/>yeah yeah<br/>badass like a criminal criminal <br/>yeah yeah<br/>너도 모르게 훔쳐 널 훔쳐 널 baby<br/>난 baddy 해 so very bad ay<br/>내 노래 어디서나 들리게<br/>it’s your man bad ay<br/>알잖아 내 스타일 yeah<br/>just hit me up baby<br/>if you wanna bad man<br/>Wooo don’t get me wrong <br/>날 겪어 보기전엔 never know<br/>you better be nervous <br/>about this badass boy<br/>훔쳐가 널 그리고 니 맘까지도<br/>sorry but i’m bad bad bad ay<br/>baby you know that that that girl<br/>sorry but i’m bad bad bad ay<br/>baby you know that that that girl<br/>
"
29,행복회로,명훈,balance,9,2020.02.14,"행복회로 돌려야지 <br/>내 머릿속에서는 <br/>별 볼일 없대도 <br/>나는 알아 오늘 내일도 <br/>꿈에 더 가까워져 가 <br/>음악이 되어가 <br/>점점 <br/>고집부려 지금까지 <br/>나답게 살아가고 있잖아 <br/>난 아직 더 많은 걸 가지고 싶어 oh <br/>주말도 없이 work work work 24 <br/>짠 내 나는 부둣가에서 <br/>현타를 느껴도 <br/>원하는 대로 돌려봐 행복회로 <br/>올라가 서울행 skirt <br/>몸을 실어 srt <br/>한남동 현대카드 가서 <br/>vinyl을 틀고 chillin’ <br/>다 쓸어 담아 converse <br/>이건 사랑이지 <br/>펍에서 롱티 시켜놓고 chillin’ <br/>도망쳐 멀리 도망쳐 멀리 <br/>두뇌에는 멈춤 버튼이 없지 <br/>하늘을 날아 취한 채로 말이야 <br/>오늘만은 괜찮아 <br/>행복회로 돌려야지 <br/>내 머릿속에서는 <br/>별 볼일 없대도 <br/>나는 알아 오늘 내일도 <br/>꿈에 더 가까워져 가 <br/>음악이 되어가 <br/>점점 <br/>고집부려 지금까지 <br/>나답게 살아가고 있잖아 <br/>On & on on & on 행복회로 <br/>오늘도 내일도 모레도 원하는 대로 <br/>On & on on & on 행복회로 <br/>오늘도 내일도 모레도 <br/>알람부터 꺼 <br/>스케줄은 지워버려<br/>내일에는 없고 <br/>오늘뿐이야 행복 <br/>내 머릿속에 다 있지 작전 <br/>부정적 생각은 말고 행복회로 <br/>이미 늦었다고 생각하면서도 <br/>놓치기 싫어 <br/>잠드는 시간까지도 <br/>don't rush it though<br/>don't rush it though<br/>don't rush it though<br/>Cause we got plenty Time <br/>before we old <br/>don't rush it though<br/>don't rush it though<br/>don't rush it though<br/>Cause we got plenty Time <br/>before we old <br/>또 이 밤이 지나 너와 만나겠지 <br/>I'm not afraid <br/>어제의 나와 Facetime <br/>잘하고 있다고 내게 말해 <br/>또 이 밤이 지나 너와 만나겠지<br/>I'm not afraid<br/>어제의 나와 Facetime<br/>잘하고 있다고 내게 말해<br/>
"
30,The Boy From The Far East,Sean Taylor (션 테일러),Journey Ep.01,1,2020.02.14,"I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>yeah I'm the fucking cool boy<br/>from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>yeah I'm the fucking cool boy<br/>from the far east<br/>got some green bottles on my hand<br/>돈은 모으지 않아Ttryna spend<br/>사실 너무 너무 귀찮네<br/>개소리들 다 대꾸하기엔<br/>I'm the boy from the far east<br/>eating all the ramen<br/>이런 트랙은 너무 쉬어<br/>마치 using 찹스틱<br/>뒷짐을 지고 들어가지 클럽안에<br/>꽤나 과감한 처자들은 내게 holla at<br/>빼는건 딱히 어울리지 않네<br/>내 이름 울려 난 입신양면을해<br/>수신제가치국평천하 ay<br/>그게 내 motto 새겨 내 가슴속에<br/>pull up in the 6<br/>you'd watch me rolling<br/>나름 부지런히 기상해 일곱시<br/>2년 의무 다했기에 자유롭지<br/>it's time to make something<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>yeah I'm the fucking cool boy<br/>from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>yeah I'm the fucking cool boy<br/>from the far east<br/>Rocking black jeans and nike wears<br/>태극기 내 가슴팍에<br/>really means i'm patriotic<br/>때문에 유니는 불매하지<br/>pop another bottle<br/>밖에 벌써 해가떠도<br/>너는 항상 처음 처럼<br/>내 옆에 남아줬으면<br/>좋겠지 but I can not be your baby<br/>역마살이 껴서 그런지도<br/>모르지만 난 가야해<br/>From coast to coast<br/>내가 다시 돌아 왔을 땐<br/>넌 아마 될수도 있겠지<br/>꽃가마 탄 나의 색시 OH YEAH<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>yeah I'm the fucking cool boy<br/>from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>I'm the cool boy from the far east<br/>yeah I'm the fucking cool boy<br/>from the far east<br/>
"
31,해프닝 (Happening),윌로 (WILRO),해프닝 (Happening),101,2020.02.14,"넌 항상 외로워 해 나 여기 있는데<br/>너무해 내겐 기회 조차도 없다는게<br/>난 너의 옆에 누워<br/>숨쉬는 상상하지 매일<br/>혹시 옆이 빈자리면<br/>날 넣어 그 자리에<br/>i love you<br/>진짜 왜 이리 예뻐보여<br/>어느새 이미 깊숙히 더 관심 보여<br/>내가 하루종일<br/>액정 너머 너를 떠올려<br/>내 맘대로 해석해<br/>너의 입장을 나와 같게<br/>넌 항상 외로워 해 나 여기 있는데<br/>너무해 내겐 기회 조차도 없다는게<br/>난 너의 옆에<br/>누워 숨쉬는 상상하지 매일<br/>혹시 옆이 빈자리면<br/>날 넣어 그 자리에<br/>i love you<br/>진짜 왜 이리 예뻐보여<br/>어느새 이미 깊숙히 더 관심 보여<br/>내가 하루종일<br/>액정 너머 너를 떠올려<br/>내 맘대로 해석해<br/>너의 입장을 나와 같게<br/>너 없인 외롭겠지<br/>이건 혼자만 알지<br/>괜찮아 이런 일 한두번도 아니라<br/>익숙하지 이 느낌<br/>괜히 혼자 화내지<br/>그녀 나빠 아주<br/>그럴 때 마다 몰아치는 빗발<br/>너는 높아 니 정상에 깃발<br/>꽂고싶어 diffrents<br/>우린 환경이 너무 달라<br/>그녀 주변엔 멋진 남자들은<br/>나 보다 버네 money<br/>또 외모와 몸매까지 완벽하지<br/>난 너에게 닿을 수 없단 걸<br/>알아버려 다시 넣어<br/>내 맘속 깊은 곳에<br/>손 닿지 않는 곳에<br/>역시 너와 난 반대<br/>익숙하지 이런 관계<br/>뻔하지 나는 밑바닥으로<br/>자신감은 뚝 떨어지고<br/>네 앞에서면 또 맥빠질껄<br/>알어 넌 소나기처럼 지나가<br/>왜냐면 너는 콧대높아<br/>멀리서 지켜보네 항상<br/>별 수 없이 난 도망가지만<br/>너에게 난 안중에도 없다<br/>no matter what 뭐 어때<br/>내가 변해서 너의 기준에 맞게<br/>올라가면 될거란 생각을 했어<br/>맨 첨에 허나 그건 헛된 꿈이지<br/>애초부터 나에게 관심 없던 너인데<br/>내 맘을 알지 못한 너에게 화를 냈지<br/>far away<br/>애초부터 나에게 관심 없던 너인데<br/>내 맘을 알지 못한 너에게 화를 냈지<br/>far away<br/>
"
