ranking,title,artist,album,likes,date,lyrics
1702,Callin (Feat.Lean Lean),DeepHartt,DeepWorld,18,2019.08.14,"난 너 못보네 calling <br/>니가 행복한거는 싫어 <br/>내 손 보고 말해 의윤 give up <br/>아프겠지만 여전히 난 널 <br/>그냥 니가 떠난다면 <br/>행복을 빌어줄 생각 이였는데 <br/>하지만 나는 너무 아픔과 <br/>상처에 물 들어버렸네 <br/>훈범이 계속 말해 <br/>이러다 의윤아 너 죽음 어쩔래 <br/>보험도 안 들어 놓은 내 몸 <br/>니가 가져가도 괜찮어 <br/>give a shxx 약에 투모로우 <br/>절대로 살 수가 없어 <br/>범이는 잠에 못 들어 <br/>내 삶은 너무 고통스러 <br/>우리 행복했었잖아 <br/>너도 알거 알 잖아 <br/>가짜를 맡게 해서 미안해 <br/>난 너 못 보내 calling <br/>니가 행복한거는 싫어 <br/>내 손 보고 말해 의윤 give up <br/>아프겠지만 여전히 난 널 <br/>나도 나였으면해 <br/>너와 나였으면해 <br/>다른 것들은 꺼지라 해 <br/>나 신경 안 쓸래 <br/>나 신경 안 쓸래 <br/>전부 다 꺼지라 해 <br/>너 주변 친구들과 사람들 <br/>나에대해 하나도 몰라 <br/>넌 나를 알잖아 <br/>나 상처 잘 받잖아 <br/>나 상처 잘 받잖아 <br/>난 니가 필요해 <br/>니가 돌아 올 때 <br/>내가 그땐 달라질게 <br/>너의 빈자리를 비워 둘게 <br/>나한테 돌아와야 해 <br/>니 자리를 비워 둘게 <br/>니 자리를 비워 둘게 <br/>니 자리를 비워 둘게 <br/>내게 돌아와야 해 <br/>돌아와야 해<br/>꼭 돌아와야 해<br/>
"
1703,"모지리들의 이유 없는 모임 (모이모) (Feat. L.Kaison, WOOSUK, 하밍구, Demianc)",헤임달 (Heimdall),모지리들의 이유 없는 모임 (모이모),19,2019.08.14,"Come on out and play with us<br/>Come and play with us<br/>집인 거 아니까 play with us<br/>다 waiting for ya<br/>즐겨 우리만의 잔치<br/>오래간만의 party<br/>절대 없어 우린 내일이<br/>너만 오면 되겠네 이제<br/>야야 쏘카 빌렸어 나 방금<br/>그니까 빨 튀어나와<br/>9인승 스타렉스<br/>신호 get the fxxk up<br/>달려 포항까지<br/>빨간불은 잠시<br/>미안해요 아저씨<br/>멈출 수가 없어요<br/>노브랜드 털어<br/>오늘 텐션 갔어 마치 은행 robber<br/>막 쓸어 담어<br/>한 짝으로 되나<br/>관짝 가기 전 까지만으로<br/>아무거나 담어<br/>원빈도 아닌데 난 오늘만 살어<br/>내일은 니 알바가 아냐 aay bro<br/>안 죽어 그니까 빨리 흔들어<br/>그만 마시자는 말은 나는 안 들려<br/>so let’s gettin fxxked up<br/>막걸리 두 병 엎어<br/>그 위에 사이다 두 병 어허<br/>분위기 만들어 마치 생일처럼<br/>헛소리하면 양말<br/>들어간 술이 한 사발<br/>해가 떠도 우린 못 떠<br/>Come on out and play with us<br/>Come and play with us<br/>집인 거 아니까 play with us<br/>다 waiting for ya<br/>즐겨 우리만의 잔치<br/>오래간만의 party<br/>절대 없어 우린 내일이<br/>너만 오면 되겠네 이제<br/>ooh ya 빙글대는 눈깔월드<br/>하나둘 맛이 가 누가 보면 약 빤 줄<br/>약한 소리 말고 pour up<br/>i can`t drink anymore<br/>개소리를 아주 당당하게 뱉네<br/>난 대개 이런 알쓰랑 말 안섞네<br/>따르란 말이야 cuz i`m a leader HM<br/>Track과 술상에선 내가 PacMan<br/>다 씹어먹는단 말<br/>일단 오늘 밤에는 구름 하나 잡고서<br/>길들인 뒤 riding 반쯤 간 맛탱구리<br/>졸면 다 골방이야 어느덧 달이 차네<br/>of course 우린 뜨겁게 더 퍼부어<br/>해 뜰 때까지<br/>달아 달아 둥근 달<br/>높게 든 잔을 봐봐<br/>오늘 깐 술병 팔아<br/>해장까지 하고 잘 거야 난<br/>Come on out and play with us<br/>Come and play with us<br/>집인 거 아니까 play with us<br/>다 waiting for ya<br/>즐겨 우리만의 잔치<br/>오래간만의 party<br/>절대 없어 우린 내일이<br/>너만 오면 되겠네 이제<br/>우리 같이 play with us<br/>Not okay<br/>우리 같이 play with us<br/>throw it up your gram<br/>이 시간이 너무 아까워<br/>채우자 우리 분위기로<br/>Come on out and play with us<br/>Come and play with us<br/>집인 거 아니까 play with us<br/>다 waiting for ya<br/>즐겨 우리만의 잔치<br/>오래간만의 party<br/>절대 없어 우린 내일이<br/>너만 오면 되겠네 이제<br/>Come on out and play with us <br/>Come and play with us <br/>Come on out and play with us <br/>Come and play with us <br/>
"
1704,날씨,Trequartist,UNFOLD,14,2019.08.14,"비가 오는 날<br/>bought an umbrella for you<br/>It doesn’t matter<br/>네가 원하는 게 아니어도<br/>날씨가 이런데 대체 뭘 원하는 거야<br/>You gotta be honest<br/>너와 나 사이에는<br/>비는 눈치 없이 내 머리부터 발까지<br/>분위기 깨는 건 그저 내가 운이 없어<br/>날씨가 뭔 죄야<br/>그래 완전 내 탓 맞아<br/>난 그저 숨어가는 그늘이 필요한데<br/>Walking out on dirty street<br/>난 그냥 이 분위기에 좋아 취해서<br/>난 누가 내 옆에 와도 모르지<br/>I am addicted to 오늘의 날씨에<br/>내가 아끼는 사람과 전부 그냥<br/>모든 것들 다 전부 다 포기하고<br/>원하는 데로 막살아가<br/>다 새롭게<br/>That’s my life<br/>like livin’ the weather<br/>비가 오든 말든 그게 뭐 중요해<br/>눈이 망친 머리 그게 뭐 중요해<br/>날씨에 따라 달라지는 거지 뭐<br/>물론 너만큼은 내가 우산이 돼줄게<br/>해가 뜨든 말든 그게 뭐 중요해<br/>내 옷이 젖든 말든 그게 뭐 중요해<br/>물론 너는 예외야<br/>내 우산속에서 벗어나지 말아줘<br/>네 말이 맞아 중요한 게 없단 게<br/>내가 하는 말은 전부 거짓인 게<br/>그렇게 나를 까고 싶으면 까도 돼<br/>그럼 나는 구름이 되어 떠다닐게<br/>오늘은 날씨가 참 좋은데<br/>너랑 보는 날만은 왜 별로야<br/>날씨가 문제가 아니면<br/>내가 그런 거겠지<br/>얼만큼 더 원하는지 몰라서<br/>얼마나 더 기다려야 하는데<br/>날씨는 기다리지 않는데<br/>왜 너는 신경을 쓰지 않아 왜<br/>네가 하고 싶은 대로 다 해<br/>내가 하고 싶은 거는 안 해<br/>날씨는 내가 어떻게 해볼게<br/>모든 게 다 네 뜻대로 된다면<br/>비가 오든 말든 그게 뭐 중요해<br/>눈이 망친 머리 그게 뭐 중요해<br/>날씨에 따라 달라지는 거지 뭐<br/>물론 너만큼은 내가 우산이 돼줄게<br/>해가 뜨든 말든 그게 뭐 중요해<br/>내 옷이 젖든 말든 그게 뭐 중요해<br/>물론 너는 예외야<br/>내 우산속에서 벗어나지 말아줘<br/>
"
1705,home,현,낭만,23,2019.08.14,"왜 나는 항상 남을 부러워만 하고<br/>주변으로 살까<br/>나도 사람들한테 인정받아서 <br/>떳떳해지고 싶어<br/>왜 나는 항상 남을 부러워만 하고<br/>주변으로 살까<br/>나도 사람들한테 인정받아서 <br/>떳떳해지고 싶어<br/>난 떠나갔었지 home <br/>다시 돌아와 집으로<br/>다시 열등감 속으로 <br/>안 보이게 숨어 더<br/>지하 작업실은 너무 외로워 <br/>이런 가사만 나와 계속<br/>실패를 하지 매번 <br/>성공이 날 싫어해서<br/>그 누구와도 얘기 나누고 싶지 않아<br/>근데 또 외로운 건 죽을 듯이 싫잖아<br/>그래 잊고 살았었지 <br/>여기가 내 집이고 내가 살던 곳<br/>내 젊음을 싼값에 팔던 곳 <br/>내 한계를 느끼고 아려도<br/>다시 공책을 펴고 펜을 잡던 곳 <br/>다시 난 해야지 방 청소<br/>더 큰 외로움을 담으러 <br/>다시 깜깜하던 밤으로<br/>왜 나는 항상 남을 부러워만 하고<br/>주변으로 살까<br/>나도 사람들한테 인정받아서 <br/>떳떳해지고 싶어<br/>왜 나는 항상 남을 부러워만 하고<br/>주변으로 살까<br/>나도 사람들한테 인정받아서 <br/>떳떳해지고 싶어<br/>내 꿈은 너무 불안해 <br/>항상 망설여 문 앞에<br/>앉아서 울고 있는 내가 보여 <br/>누구보다 간절한데<br/>더 실패하기가 난 무서워 <br/>내 안의 흔들림이 들려서<br/>그래 내가 뭐랬어 넌 틀렸어<br/>라는 말을 결국 듣게 될까 봐<br/>그래도 다시 잡아 내 펜 열어 공책 <br/>누가 그래 어쨌든 아침은 오네<br/>그 빛이 나를 비출지는 몰라도 <br/>순수와 열정이 있어 내 손에<br/>나를 기다리고 있어 내 집에서 <br/>엄마의 밥 아빠의 따스함<br/>동생의 앞 날 내가 그려야만 해 <br/>이 곳의 마지막<br/>오늘 흘린 눈물은 내가 꿈꾼단 증거 <br/>그래 언제나 이랬잖아 나는 줄곧<br/>또 언제 그랬냐는 듯 노래를 불러 <br/>여기가 내 젊음을 전부 줄 곳<br/>다 가져가 그냥 하는 말이 아니거든 <br/>말로만 헤맸어 한동안<br/>더는 나 자신을 안 속인다고 <br/>난 이 앨범이 망해도<br/>왜 나는 항상 남을 부러워만 하고<br/>주변으로 살까<br/>나도 사람들한테 인정받아서 <br/>떳떳해지고 싶어<br/>왜 나는 항상 남을 부러워만 하고<br/>주변으로 살까<br/>나도 사람들한테 인정받아서 <br/>떳떳해지고 싶어<br/>
"
1706,New,N`oa,New,93,2019.08.14,"When I woke up in the morning<br/>저밝은 햇살에 눈을 뜰 땐<br/>모든게 처음인 것 만 같아<br/>내 삶에 익숙해질 때 즈음<br/>내맘에 깊이들어와<br/>I think you might be the one<br/>Who make a big difference to me<br/>널 만나기 전 모든 게<br/>이젠 기억도 안 나려 해<br/>You may know without my explain<br/>You give me something new<br/>Oh It's new<br/>Oh It's new<br/>Oh It's new<br/>It's a new day new life new things<br/>Every day and night<br/>잠을 청하고 싶어<br/>근데 넌 내 복잡한 머릿속을<br/>헤엄치고 있어<br/>Wait wait<br/>I'm not the ocean<br/>But you're like a whale<br/>Ha<br/>Flying in the sky<br/>Oh It's new<br/>Oh It's new<br/>Oh It's new<br/>It's a new day new life new things<br/>널 좀 더 느끼고 싶어 baby<br/>날이 밝아오는 것도 모른 채<br/>I can be with you whenever you want<br/>너도 나와 같은 맘일까<br/>Oh It's new<br/>Oh It's new<br/>Oh It's new<br/>It's a new day new life new things<br/>Oh It's new<br/>Oh It's new<br/>Oh It's new<br/>It's a new day new life new things<br/>It's a new things babe yeah<br/>
"
1707,Popstar,Bonsina Bon,BON,10,2019.08.14,"Now she said<br/>she wanna see me on<br/>인기가요<br/>거기 안 나가고 만들래 인기가요<br/>모두 내가<br/>popstar가 되길 기다려<br/>거의 다 왔으니까는 좀만 기다려<br/>Now she said<br/>she wanna see me on<br/>인기가요<br/>거기 안 나가고 만들래 인기가요<br/>모두 내가<br/>popstar가 되길 기다려<br/>거의 다 왔으니까는 좀만 기다려<br/>중학생 되기 전 그만뒀지 피아노<br/>이런 내가 지금 뭘 만드는 지 봐 둬<br/>지루한 것 말곤 못 하는 한심한 넘<br/>내꺼 듣고 나면 충격 받아 쉬 마려<br/>요즘 다들 수능 보듯 랩해 진짜로<br/>그런 애들 음악 들으면 난 귀 막어<br/>자유 원해 음악 하는 거 아니야 너<br/>계속 그럴 거면 그냥 대가리 박어<br/>오늘도 난 좋은 거 만들러 지하로<br/>빛나는 건 어디 있든 발견되기 마련<br/>재미없을 거야 뭐든지 확실하면<br/>모르니까 필요하지 믿음이 당연<br/>Tell her that I’m cookin’ up<br/>even in my whip<br/>제일 신선한 걸 올릴 거야 도마 위<br/>모두 바라는 곳을 향해<br/>I’m on my way<br/>거길 사당이라 치면 여긴 선바위<br/>Now she said<br/>she wanna see me on<br/>인기가요<br/>거기 안 나가고 만들래 인기가요<br/>모두 내가<br/>popstar가 되길 기다려<br/>거의 다 왔으니까는 좀만 기다려<br/>Now she said<br/>she wanna see me on<br/>인기가요<br/>거기 안 나가고 만들래 인기가요<br/>모두 내가<br/>popstar가 되길 기다려<br/>거의 다 왔으니까는 좀만 기다려<br/>
"
1708,Chillin' in Bali,Godiflow (가디플로우),Chillin' in Bali,15,2019.08.14,"We be chillin' in the<br/>Bali surfing pooh<br/>We be jumping 첨벙<br/>in the swimming pool<br/>즐기기 바빠<br/>sippin' on that juice<br/>Chillin' in bali<br/>we be on that booze<br/>We be chillin' in the<br/>Bali surfing pooh<br/>We be jumping 첨벙<br/>in the swimming pool<br/>즐기기 바빠<br/>sippin' on that juice<br/>Chillin' in bali<br/>we be on that booze<br/>We be chillin' in the<br/>Bali surfing pooh<br/>We get diving 첨벙<br/>in that swimming pool<br/>No freaking time to loose<br/>We be sippin' some Kool-Aid<br/>with my boo<br/>인생별거 없지 나무늘보같이<br/>게으르게 밍기적거리자구<br/>vroom vroom 시끄러<br/>Lambo 거르고 돈으로<br/>먹고 자고 놀고 먹고 자고<br/>놀고 갓난아기처럼<br/>기본적 욕구 채우고 보고<br/>듣고 배운걸 잊고 살아<br/>명상으로 맘을 가꿀 때 808에<br/>몸을 맡길 때 고통은 모두<br/>fade away<br/>약발을 받아 every day<br/>신나게 놀다 보니 출국 day<br/>I just wanna stay<br/>let this heaven<br/>carry me on another day<br/>비행기표 delay it change it<br/>bring it ring it up and<br/>calling on my boss<br/>Sorry I'm not coming<br/>home home home<br/>Home sweet home 라기에<br/>미세먼지 so strong<br/>숨쉴 곳 없는 도시 속 산책을<br/>가보면 정신도 몽롱 해지지<br/>We get on that seas oh<br/>Wine and greasy cheese oh<br/>Licking on some chocolate<br/>Puerto Rico<br/>We be chillin' in the<br/>Bali surfing pooh<br/>We be jumping 첨벙<br/>in the swimming pool<br/>즐기기 바빠<br/>sippin' on that juice<br/>Chillin' in bali<br/>we be on that booze<br/>We be chillin' in the<br/>Bali surfing pooh<br/>We be jumping 첨벙<br/>in the swimming pool<br/>즐기기 바빠<br/>sippin' on that juice<br/>Chillin' in bali<br/>we be on that booze<br/>That booze so cool<br/>선선한 바람<br/>make me feeling good<br/>1급수 ice jewels make me<br/>singing in Hallelujah yeah<br/>싱그러운 여름의 party에<br/>we be chilling in bali<br/>eh 더우니 벗어 그 답답한<br/>정장은 옷장에 정리해<br/>생활건강을 챙겨 내년<br/>연차는 미리 다 떙겨<br/>부장님 동료 hmm<br/>ㅈㅅ sorry see you later<br/>연락 두절 수신 off<br/>카카오톡은 다 ringing off<br/>궁금해 그럼 follow 해<br/>on that Facebook<br/>Huh huh I be Yoga<br/>in the jungle<br/>Surfing with my uncles<br/>sipping on that Dunkel<br/>Woo woo with my girl<br/>shopping pearls happy couple<br/>we be texting 한국 안 가<br/>얼쑤 얼쑤 놀 때 더 노슈<br/>지화자 좋다 환상의<br/>ocean view 보고<br/>Mojito 마시고<br/>노을에 취해서 감동해<br/>We get emotion 쩔게<br/>party from Monday to Thursday<br/>걱정과 근심은 덜게<br/>we get no work ey<br/>엉덩이 흔들어 twerking 밤새<br/>calorie burning pumping ey<br/>We be chillin' in the<br/>Bali surfing pooh yeah<br/>We be jumping 첨벙<br/>in the swimming pool yeah<br/>즐기기 바빠 yeah<br/>sippin' on that juice<br/>Chillin' in bali<br/>we be on that booze<br/>We be chillin' in the<br/>Bali surfing pooh<br/>We be jumping 첨벙<br/>in the swimming pool<br/>즐기기 바빠<br/>sippin' on that juice<br/>Chillin' in bali yeah<br/>we be on that booze<br/>We be chillin' in the<br/>Bali surfing pooh<br/>We be jumping 첨벙<br/>in the swimming pool<br/>즐기기 바빠<br/>sippin' on that juice<br/>Chillin' in bali<br/>we be on that booze<br/>We be chillin' in the<br/>Bali surfing pooh<br/>We be jumping 첨벙<br/>in the swimming pool<br/>즐기기 바빠<br/>sippin' on that juice<br/>Chillin' in bali<br/>we be on that booze<br/>
"
1709,GLP (Feat. BRADYSTREET),Jason,GLP,51,2019.08.14,"I want all that Gucci lui prada<br/>다 가지고서 금목걸이 걸자<br/>걔네들은 원해 coz I’m icey<br/>이곡하나로도 너내꺼다 뺏지<br/>I want it ye yaya<br/>전부다 yaya<br/>Baby girl yaya<br/>Baby girl<br/>I want it ye yaya<br/>전부다 yaya<br/>Baby girl yaya<br/>Baby girl<br/>비싼 옷 다 사서 입자<br/>내가 원하던거 다 be mine<br/>I don’t want it to be ended now<br/>니들 듣기에는 내목소리 비싸<br/>눈이부셔 그래 내미래는 빛나<br/>약안해도 니들 보다 높이 올라가<br/>괜히 사연있는척은 제발 하지마<br/>병신래퍼들이 너무 많아 지니까<br/>우리 길이 보이지<br/>선택하는 중이지<br/>i don’t wanna fuck with you<br/>가짜들은 저뒤로<br/>우리들은 저위로<br/>전부 다 돈벌이로<br/>전부 다 돈벌이로<br/>전부 다 돈벌이로<br/>Yaya dollar signs in my eyes now<br/>Yaya I can do this all day<br/>and night ya<br/>Yaya i just wanna be the rockstar<br/>전부 다해먹고 다음으로가자<br/>I want all that Gucci lui prada<br/>다 가지고서 금목걸이 걸자<br/>걔네들은 원해 coz I’m icey<br/>이곡하나로도 너내꺼다 뺏지<br/>I want it ye yaya<br/>전부다 yaya<br/>Baby girl yaya<br/>Baby girl<br/>I want it ye yaya<br/>전부다 yaya<br/>Baby girl yaya<br/>Baby girl<br/>Give no fuck about no price<br/>Every day im feeling nice<br/>Smokin all these cookies<br/>and I only hit it twice<br/>Im a fuckin addict lotta<br/>bad habits<br/>If I really fuckin want it<br/>then I gotta have it<br/>알아 너도 정말 인정받고 싶은걸<br/>하지만 어떻게 니 앨범 개구린걸<br/>음악도 안되고 외모도 개구린걸<br/>잊지마 사람이 먼저 돼야 한다는걸<br/>좀 있으면 외제차를 타<br/>오랜만이야 이제 연락하지 마<br/>매일 택을 떼자 신경 쓰지 마<br/>쇼핑하자 담아봐 그래 시즌 별로 다<br/>너낸 몰라 내가 해온 것을 봐<br/>날 욕하던 애들 이젠 DM와<br/>난 가져갈래 전부 돈과 명예다<br/>금목걸이 두 개 차<br/>원하는 거 전부 사자<br/>I want all that Gucci lui prada<br/>다 가지고서 금목걸이 걸자<br/>걔네들은 원해 coz I’m icey<br/>이곡하나로도 너내꺼다 뺏지<br/>I want it ye yaya<br/>전부다 yaya<br/>Baby girl yaya<br/>Baby girl<br/>I want it ye yaya<br/>전부다 yaya<br/>Baby girl yaya<br/>Baby girl<br/>
"
1710,So Young,헬터스켈터,So Young,6,2019.08.14,"So Young So Young So Young <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>스물 한살 막연한 꿈을 이뤄 냈고 <br/>이젠 그 다음을 바라 봐 and <br/>being the best one <br/>손에 들어 slate 때려 <br/>나는 날 주연으로 삼고 <br/>영화를 찍어내지 이게 바로 take one <br/>나는 뒤쳐지기 싫어서 멈추지를 않고 <br/>다른 무언가를 만들어 <br/>태도는 안 바뀌어 <br/>절대 뒷문은 찾지 않아 <br/>나역시 영혼은 <br/>싸구려로 팔지않아 이게 내 방식이야 <br/>맞어 내 목표는 wannabe <br/>어제의 나보다 <br/>더 멋진 음악을 만들어 내는거지 <br/>더 뭐가 있겠어 난 가볍게 놀지 않아 <br/>누굴 상대하든 그냥 최선을 다하고 <br/>진짜를 보여줘 그게 다야 <br/>너네들은 가라 <br/>가짜 gutter 흉내 내지마라 <br/>말을 많이 하지않아 그냥 보여주고 <br/>증명하지 나란 사람 너희들은 <br/>wanna be the 다른 사람 <br/>내가 원하는건 역시 <br/>더욱 발전한 나야 <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>나 역시 다른 사람과 같아 <br/>뭐 특별할게 있어 <br/>no ice on my wrist <br/>텅빈 손목이 싫진 않어 <br/>집구석에 박혀서 <br/>또 가사를 적어 이제 다른 일은 <br/>귀찮어 남들과 다르게 사는것도 말야 <br/>혹은 똑같은 삶을 <br/>사는것도 지루할걸 알아 <br/>지금에 만족해야지 어쩌겠어 내가 뭐 <br/>난 간보는게 아냐 <br/>now I do or do not <br/>남들이 다 놀 때 난 할걸 할 뿐야 <br/>멀어 위 그래서 목표를 조금 낮게 <br/>그래도 상관 없을 나이지 난 나를 <br/>무대 위에 꺼내 놓고 <br/>just do my thing <br/>진부한걸 미뤄내 내 머리속에서 <br/>그렇게 노래를 하지 계속해서 <br/>이제 다른 이의 시선은 <br/>신경 쓸 필요가 <br/>없어졌으니까 <br/>just do it do it do like me <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>So Young So Young So Young <br/>So Young So Young So Young<br/>So Young So Young So Young<br/>So Young So Young So Young<br/>So Young So Young So Young<br/>
"
1711,high on NyQuil,Kivvi Kid,Looptop Hanabi,23,2019.08.14,"나는 나약해서 마약해<br/>빨간 피가 새파랗게<br/>물든다면 이젠 그만할게<br/>내 손목은 새파랗네<br/>살고 싶어 나는 발악해<br/>안고 싶어서 차갑게<br/>그림자를 보고 따라해<br/>흐려만 가는 환각에<br/>사람들은 따라 해 의미 없이 대단해<br/>칼을 대면 따갑대 그래서 난 매다네<br/>많은 말들 내 안에 다음날들 대할때<br/>어제를 오해하네 희망이 오래갈때<br/>사랑은 애매하게 하는게 더 괜찮대<br/>행복은 애매하겐 올 수 없는 것 같에<br/>천국행 예매할 때<br/>너가 생각이 나네<br/>친구들 다 떠날 때<br/>인사 조차 안 하기에<br/>인사 조차 안 하기에<br/>인사 조차 안 하기에<br/>인사 조차 안 하기에<br/>나는 나약해서 마약해<br/>빨간 피가 새파랗게<br/>물든다면 이젠 그만할게<br/>내 손목은 새파랗네<br/>살고 싶어 나는 발악해<br/>안고 싶어서 차갑게<br/>그림자를 보고 따라해<br/>흐려만 가는 환각에<br/>춤을 추다가 사망해<br/>숨을 쉬다 자살해<br/>죽어가는 걸 자랑해<br/>이런 날 넌 사랑해<br/>춤을 추다가 사랑해<br/>숨을 쉬다 사망해<br/>죽어가니깐 자살해<br/>이런 날 넌 잘 아네<br/>
"
1712,행복 회로,이오웅,인스턴트 클럽 이어폰,12,2019.08.14,"내 플레이리스트엔 별게 없지 <br/>좋은 게 좋은 플레이리스트는 <br/>억지 부리지 않아 <br/>좋아하는 걸 넣지 <br/>정말 좋아하는 걸 잘 골라 넣지 <br/>남의 플레이리스트엔 관심이 없지 <br/>싫어하는 건 없고 관심이 없지 <br/>우리 플레이리스트는 서로 노터치 <br/>각자 좋아하는 걸 잘 골라 넣지 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>오늘은 올빽 코르테즈 <br/>오늘은 젤 카야노 <br/>자기 발에 맞는 신을 신어 <br/>각자 편한 신을 찾아 신어 <br/>신발 치수 차이 10은 기본 <br/>자기 신을 찾아 이쁘게 신어 <br/>취향에 따라 남아 신발 자국 <br/>그게 뭐야 웃음이 나와 자꾸 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 <br/>저는요 어제도 기분이 <br/>오늘도 역시나 기분이 <br/>행복은 어렵지만 행복이 <br/>행복 행복 다시 기분이 <br/>하얗고 까맣고 <br/>하얗고 까맣고의 반복은 착각 <br/>실은 복잡한 깔깔 <br/>싫어 토할 것 같아 <br/>하얗고 까맣고 <br/>하얗고 까맣고의 반복은 착각 <br/>실은 복잡한 깔깔 <br/>싫어 토할 것 같아 <br/>머뭇거리지 말고 돌려 <br/>머뭇거리지 말고 지금 <br/>머뭇거리지 말고 돌려 <br/>머뭇머뭇거리지 말고 지금 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 돌려 <br/>돌려 돌려 돌려 <br/>행복회로 돌려 <br/>돌려 돌려 돌려 <br/>돌려 돌려 돌려 <br/>
"
1713,0 Wave(Prod. LLOGAN),KEAT (키트),0 Wave,13,2019.08.14,"하루도 지나갔네<br/>마무린 맥주 한 캔<br/>이대로 잠들기엔<br/>밤이 좀 쓸쓸하기에<br/>연락처를 뒤져봐<br/>요즘 못 본 친구들이<br/>전화를 걸어봐 지금 잘 지내고 있니<br/>요즘 뭐하고 지내 잠깐 나와봐 밖에<br/>할 일은 넣어둬<br/>간만에 만나 얼굴 좀 보자<br/>friend<br/>걱정 없는 사람이 어딨겠어<br/>뭐 나라고 다를게 어딨겠어<br/>젊단 증거겠지<br/>모든게 쉽진 않지<br/>그래도 나아가야지<br/>We are the Young Wave<br/>우린 아직 젊기에<br/>We are the 0 Wave<br/>0 에서 시작해<br/>We are the Young Wave<br/>뭘 그리 겁내<br/>We are the 0 Wave<br/>It's fine 잃을 게 없네<br/>우린 Young Young Young 해<br/>0 0 0 hey<br/>Young Young Young 해<br/>Young and 0 Wave<br/>부러워 하기만한 했었던<br/>다른이의 성공담<br/>또는 비교하며 살았던<br/>이 근방의 누군가<br/>나도 다 생각해봤지<br/>전부 부질없었지<br/>We don't have a team this<br/>Life is competition<br/>불만들을 늘어놓으며 화만 내<br/>비가오길 기다리기만 하니 왜<br/>Let's make it rain<br/>안 돼면 뭐 어때 다시 시작하면 돼<br/>우리가 가진 건 젊음뿐이야<br/>Friend<br/>걱정 없는 사람이 어딨겠어<br/>뭐 나라고 다를게 어딨겠어<br/>젊단 증거겠지<br/>모든게 쉽진 않지<br/>그래도 나아가야지<br/>We are the Young Wave<br/>우린 아직 젊기에<br/>We are the 0 Wave<br/>0 에서 시작해<br/>We are the Young Wave<br/>뭘 그리 겁내<br/>We are the 0 Wave<br/>It's fine 잃을 게 없네<br/>우린 Young Young Young 해<br/>0 0 0 hey<br/>Young Young Young 해<br/>Young and 0 Wave<br/>현실은 힘들어 생각보다 매정해<br/>내 뜻 대로만 따라주지 않아<br/>그래도 Keep it run<br/>그래도 Keep it run<br/>그래도 We just keep it hustling<br/>We are the Young Wave<br/>We are the 0 Wave<br/>우린 Young Young Young 해<br/>0 0 0 hey<br/>Young Young Young 해<br/>Young and 0 Wave<br/>
"
